,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
e9s3ct,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.33,0.0,0.0,0.0,0.0,0.14,0.0,0.27,0.0,0.0,0.0,0.15,0.0,7
e9skfr,0.0,0.24,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,14
e9sq3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,8
e9sxln,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.01,0.0,0.13,0.03,0.06,0.0,0.0,0.07,0.0,3
e9u8q0,0.02,0.0,0.09,0.02,0.01,0.21,0.03,0.22,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.23,0.0,0.0,0.03,16
e9v0yi,0.09,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.22,0.0,5
e9w8wy,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
e9w9qg,0.0,0.0,0.0,0.42,0.04,0.43,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
e9xk85,0.11,0.0,0.2,0.0,0.07,0.08,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,7
e9xmj1,0.0,0.01,0.0,0.22,0.0,0.0,0.04,0.0,0.0,0.05,0.16,0.0,0.0,0.11,0.14,0.0,0.07,0.0,0.16,0.02,3
e9y127,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
e9yl0s,0.01,0.01,0.01,0.01,0.37,0.16,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
e9yqur,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,14
e9z0gc,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.34,0.0,0.0,0.08,0.0,0.02,0.13,0.07,0.07,0.06,0.0,0.0,0.0,7
e9zc21,0.0,0.43,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.25,1
e9zdfi,0.0,0.06,0.04,0.14,0.0,0.0,0.0,0.2,0.0,0.02,0.07,0.0,0.09,0.05,0.0,0.06,0.06,0.1,0.11,0.0,7
e9zn7h,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.34,0.0,0.0,0.0,0.06,0.17,0.0,0.0,0.0,0.03,0.13,0.0,8
e9zrik,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.19,0.0,0.0,0.15,0.0,7
ea5kr2,0.0,0.24,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.14,0.07,0.09,0.0,0.19,0.0,0.07,0.0,0.07,0.0,1
ea702p,0.0,0.0,0.03,0.02,0.13,0.02,0.01,0.11,0.0,0.0,0.05,0.0,0.17,0.24,0.0,0.07,0.07,0.01,0.03,0.03,13
ea8tmt,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.37,0.0,0.0,0.0,0.11,0.0,14
ea9rrn,0.0,0.0,0.04,0.05,0.0,0.26,0.0,0.13,0.0,0.05,0.0,0.08,0.0,0.05,0.0,0.17,0.0,0.0,0.17,0.0,5
eaa26v,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.28,4
eaayf3,0.11,0.0,0.0,0.0,0.05,0.0,0.33,0.11,0.0,0.17,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,6
eab2nc,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.1,0.0,0.0,0.0,1
eabc8m,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.13,0.0,0.23,0.0,0.0,0.06,0.0,0.13,0.0,13
eafu1e,0.14,0.07,0.05,0.0,0.0,0.0,0.02,0.23,0.0,0.01,0.02,0.01,0.03,0.14,0.02,0.13,0.14,0.0,0.0,0.0,7
eagz8u,0.0,0.0,0.0,0.18,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.36,0.0,0.0,0.0,0.0,15
eal12t,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.3,0.0,9
eal4ld,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.07,0.0,0.0,0.29,0.0,0.0,17
ealxcn,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.13,0.37,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8
eam649,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.42,0.0,0.0,0.0,0.0,15
eao44t,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.24,0.0,0.0,12
eaoluz,0.0,0.0,0.0,0.09,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.12,0.14,0.35,19
eaolwe,0.0,0.0,0.0,0.09,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.12,0.14,0.35,19
eaop8e,0.0,0.27,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,9
eaqe47,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.13,0.3,0.0,0.0,0.07,0.0,0.14,0.0,0.0,0.1,0.0,0.17,0.0,8
earpd9,0.0,0.0,0.05,0.31,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,18
easvg8,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0,0.0,0.0,0.0,0.09,7
eat09o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.42,0.33,0.0,17
eau4mg,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1
eau7q0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.0,0.0,0.0,3
eauk0o,0.02,0.0,0.0,0.01,0.0,0.08,0.0,0.27,0.19,0.0,0.0,0.03,0.07,0.07,0.0,0.0,0.15,0.0,0.0,0.1,7
eaunco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.08,0.1,0.21,0.02,8
eaw36j,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,15
eax8qf,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.17,0.06,0.0,0.0,0.0,0.28,0.0,18
eayg1y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.19,12
eazgt8,0.0,0.14,0.0,0.18,0.0,0.0,0.01,0.18,0.0,0.0,0.08,0.01,0.01,0.15,0.01,0.01,0.01,0.02,0.13,0.07,3
eb1kw8,0.25,0.0,0.14,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.08,0.16,0.0,0
eb3clc,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.13,10
eb5dqg,0.0,0.0,0.0,0.4,0.0,0.0,0.03,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,3
eb8jw7,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
eb97sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.0,0.0,12
eb9hjj,0.18,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,14
ebagn1,0.0,0.04,0.02,0.0,0.0,0.15,0.17,0.0,0.0,0.04,0.0,0.0,0.28,0.07,0.08,0.05,0.0,0.0,0.1,0.0,12
ebctam,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.35,0.42,0.0,18
ebdtbk,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3
ebg3en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.15,0.05,0.0,0.32,0.0,0.0,0.0,0.05,0.0,0.0,8
ebifh9,0.0,0.0,0.05,0.03,0.0,0.14,0.02,0.06,0.05,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.09,0.18,0.09,13
ebk6au,0.0,0.0,0.15,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ebkpnb,0.07,0.0,0.1,0.04,0.09,0.0,0.02,0.36,0.02,0.02,0.0,0.0,0.0,0.15,0.0,0.03,0.02,0.06,0.03,0.0,7
ebly58,0.07,0.0,0.03,0.0,0.0,0.2,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.19,0.09,7
ebm8dx,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,0.03,0.03,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.45,0.0,18
ebmiwf,0.03,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.06,0.03,0.05,0.08,0.05,0.28,0.05,18
eboewj,0.17,0.3,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ebof0o,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ebpjs2,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,7
ebpk9r,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.45,0.0,0.0,0.0,0.0,15
ebqafp,0.14,0.0,0.0,0.5,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ebrimi,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.01,0.0,0.0,0.02,0.22,0.0,0.04,0.0,0.0,0.0,0.06,13
ebruem,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.46,0.15,18
ebw42y,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,1
ebw4xc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,11
ebwf7d,0.0,0.0,0.0,0.48,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,3
ebx73m,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.03,0.4,0.0,0.19,0.04,16
ebxgn6,0.06,0.0,0.03,0.0,0.0,0.0,0.08,0.45,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,7
ebyd16,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ebyhwo,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.06,0.09,0.0,0.01,0.0,0.15,0.52,19
ebz2di,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,1
ec1opl,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.32,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,10
ec2why,0.0,0.06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.0,0.0,0.0,0.0,0.0,0.15,0.0,12
ec4lf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.18,0.0,0.0,0.0,0.31,0.0,0.07,0.0,0.0,0.16,0.0,0.0,12
ec4ygp,0.17,0.24,0.0,0.0,0.0,0.0,0.27,0.12,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
ec79n8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,10
ec8dfd,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12
ec8hq0,0.0,0.0,0.03,0.06,0.05,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.04,0.37,0.0,0.0,0.0,16
ec8ovi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.24,0.0,0.0,0.16,8
ec8ss0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.42,0.0,18
ec9j4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,8
ecaem6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ecb88w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.27,0.0,0.0,15
ecc64f,0.0,0.0,0.0,0.0,0.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.05,0.0,16
ecemwi,0.0,0.0,0.0,0.04,0.0,0.18,0.0,0.22,0.0,0.0,0.03,0.1,0.03,0.32,0.0,0.01,0.0,0.0,0.01,0.05,13
ecev4p,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.25,0.36,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8
ecg3bu,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.28,0.0,0.23,0.05,0.0,0.0,0.0,0.0,0.0,11
ecgfkg,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.15,0.06,0.03,0.07,0.0,0.08,0.0,0.0,0.0,0.2,0.09,0.06,0.07,16
eci1p5,0.0,0.03,0.0,0.0,0.0,0.12,0.07,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.24,0.02,0.14,0.08,0.2,0.0,14
eciest,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.59,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
eciloo,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.14,0.26,0.0,0.22,0.12,0.0,0.0,0.0,0.0,12
ecizyz,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.0,0.0,0.05,0.21,0.0,0.06,0.0,0.0,0.17,0.0,0.27,0.0,0.0,17
ecjdix,0.01,0.0,0.0,0.0,0.04,0.11,0.0,0.04,0.06,0.0,0.04,0.0,0.17,0.26,0.02,0.0,0.12,0.07,0.0,0.06,13
ecje39,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.0,0.0,5
ecjf2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
ecjovf,0.0,0.0,0.0,0.0,0.15,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.1,0.0,14
eckbp9,0.0,0.0,0.0,0.0,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.53,0.1,18
ecl4i9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.13,0.0,0.07,0.0,0.31,0.0,0.0,0.09,0.0,0.0,9
ecmhm8,0.31,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.2,0.0,0
ecmnco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,7
ecmtmn,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.06,0.03,0.0,0.03,0.1,0.19,0.0,0.0,0.15,0.0,0.14,0.05,7
ecmxwa,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,1
ecnn8v,0.0,0.0,0.0,0.0,0.03,0.0,0.15,0.0,0.0,0.29,0.0,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.27,0.0,9
ecog54,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.26,0.0,0.0,0.0,7
ecohxg,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7
ecouu3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.25,0.0,0.0,0.0,0.13,0.0,12
ecqao6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.42,19
ecrv5s,0.0,0.0,0.13,0.0,0.09,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.09,0.18,0.17,0.0,5
ectn4n,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.17,0.0,0.24,0.0,0.0,5
ectoo9,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.52,0.13,0.0,17
ectslk,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.5,0.0,0.2,0.0,16
ecv8g0,0.0,0.26,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.35,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
ecwr52,0.0,0.09,0.0,0.0,0.0,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.0,5
ecx2j9,0.0,0.0,0.04,0.0,0.04,0.13,0.0,0.03,0.19,0.0,0.04,0.0,0.0,0.04,0.08,0.1,0.13,0.0,0.0,0.17,8
ecyh49,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.04,0.11,0.14,0.0,0
ecyjgn,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.29,0.0,0.0,0.07,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,14
ed0e5h,0.0,0.06,0.0,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
ed0z9j,0.0,0.0,0.04,0.09,0.0,0.21,0.0,0.05,0.0,0.0,0.0,0.01,0.03,0.2,0.02,0.16,0.04,0.12,0.0,0.02,5
ed1to4,0.0,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.02,0.0,0.06,0.0,0.0,0.54,0.0,18
ed24wm,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.55,0.0,0.0,0.0,0.0,0.0,14
ed2ark,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.53,19
ed356m,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,1
ed3oj4,0.0,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.22,0.23,0.0,0.14,0.0,0.0,0.0,0.0,0.24,0.0,18
ed3puc,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.21,0.0,5
ed3tmj,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.15,0.0,0.21,0.0,0.0,0.0,0.09,0.22,0.0,0.0,6
ed46m9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.12,0.0,0.0,8
ed4pri,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.11,0.0,0.32,0.15,0.0,0.0,0.0,0.05,14
ed4xba,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.11,0.0,0.32,0.15,0.0,0.0,0.0,0.05,14
ed64wv,0.07,0.0,0.2,0.02,0.0,0.11,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,7
ed650w,0.06,0.0,0.19,0.0,0.0,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.05,0.05,0.17,0.0,7
ed7mip,0.0,0.0,0.0,0.27,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.1,0.2,0.16,0.0,3
ed83rd,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.0,0.28,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5
ed8c4z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.26,0.11,0.34,0.0,0.13,0.0,16
edacwv,0.34,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.28,0.0,0
edb4oe,0.0,0.04,0.02,0.23,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.03,0.1,0.25,0.08,0.06,0.0,0.0,0.0,0.06,13
edbbk7,0.0,0.23,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1
edbqx4,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.44,0.09,0.0,0.0,0.0,0.07,0.0,0.03,0.04,0.0,0.0,0.0,0.0,7
edc34r,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.0,0.0,0.0,0.18,0.05,0.1,0.03,0.0,0.0,0.28,0.08,18
eddbx4,0.0,0.09,0.0,0.29,0.1,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.27,0.0,0.0,3
ede9ym,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.3,0.36,0.0,0.0,0.0,0.0,0.0,14
edevip,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
edewou,0.03,0.09,0.1,0.0,0.0,0.0,0.05,0.02,0.28,0.0,0.03,0.03,0.0,0.26,0.0,0.06,0.0,0.0,0.0,0.06,8
edgbgy,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.18,0.12,0.06,0.16,14
edh6bt,0.02,0.0,0.09,0.0,0.0,0.26,0.0,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.06,0.07,0.07,0.0,0.13,0.05,5
edhkwc,0.0,0.48,0.0,0.0,0.0,0.11,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
edjh3r,0.05,0.0,0.04,0.05,0.0,0.0,0.0,0.27,0.02,0.0,0.0,0.01,0.0,0.06,0.0,0.16,0.07,0.03,0.13,0.11,7
edjiwu,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.4,0.0,0.0,0.1,0.0,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7
edlt5c,0.0,0.56,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1
edm37q,0.0,0.0,0.17,0.0,0.0,0.18,0.08,0.37,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
