,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
el89fe,0.0,0.0,0.0,0.16,0.11,0.08,0.0,0.22,0.43,0.0,8
elazhj,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
elbc8c,0.01,0.01,0.01,0.21,0.01,0.73,0.01,0.01,0.01,0.01,5
elc92n,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,4
elcs4x,0.13,0.17,0.0,0.11,0.2,0.24,0.0,0.14,0.0,0.0,5
elf4x2,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.44,0.01,2
elfpc3,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.72,9
elhbnc,0.0,0.21,0.26,0.0,0.1,0.0,0.03,0.27,0.0,0.12,7
eljgyw,0.0,0.08,0.0,0.0,0.0,0.0,0.19,0.71,0.0,0.0,7
eljzin,0.0,0.0,0.04,0.32,0.22,0.0,0.07,0.22,0.13,0.0,3
elsi5p,0.0,0.0,0.0,0.0,0.09,0.39,0.0,0.0,0.15,0.34,5
elt6fh,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
elue9n,0.45,0.0,0.37,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0
eluoel,0.16,0.1,0.0,0.0,0.0,0.36,0.0,0.0,0.37,0.0,8
elx4k2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.3,0.0,7
em27af,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.32,0.2,0.0,4
em2ptq,0.01,0.01,0.43,0.15,0.01,0.01,0.38,0.01,0.01,0.01,2
em2r70,0.0,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.54,0.15,8
em5j5n,0.1,0.0,0.12,0.0,0.0,0.31,0.0,0.0,0.47,0.0,8
em6tvi,0.09,0.0,0.16,0.07,0.0,0.19,0.0,0.1,0.1,0.29,9
em8dus,0.0,0.0,0.0,0.2,0.0,0.39,0.27,0.0,0.13,0.0,5
em9920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.19,8
emcfwa,0.0,0.23,0.0,0.3,0.0,0.29,0.0,0.0,0.0,0.16,3
emcihw,0.0,0.26,0.45,0.05,0.0,0.0,0.03,0.0,0.0,0.2,2
emealj,0.11,0.0,0.0,0.0,0.51,0.14,0.0,0.24,0.0,0.0,4
eminap,0.21,0.0,0.0,0.24,0.0,0.39,0.0,0.0,0.15,0.0,5
emjfgu,0.0,0.0,0.21,0.0,0.0,0.26,0.2,0.0,0.32,0.0,8
emmkw1,0.0,0.0,0.0,0.4,0.14,0.0,0.24,0.2,0.0,0.0,3
emmtnm,0.0,0.19,0.0,0.0,0.0,0.0,0.32,0.0,0.46,0.0,8
ems9mo,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.52,0.01,8
emtg67,0.0,0.0,0.0,0.29,0.68,0.0,0.0,0.0,0.0,0.0,4
emthyv,0.0,0.0,0.33,0.0,0.0,0.65,0.0,0.0,0.0,0.0,5
emv1w2,0.0,0.2,0.0,0.0,0.11,0.26,0.05,0.09,0.29,0.0,8
emvs00,0.01,0.01,0.01,0.01,0.67,0.24,0.01,0.01,0.01,0.01,4
en0djq,0.0,0.0,0.1,0.02,0.18,0.22,0.0,0.18,0.3,0.0,8
en2n8b,0.0,0.0,0.0,0.0,0.0,0.71,0.26,0.0,0.0,0.0,5
en2r8j,0.0,0.12,0.14,0.12,0.0,0.44,0.0,0.07,0.1,0.0,5
en4mbz,0.0,0.0,0.18,0.0,0.08,0.0,0.0,0.12,0.52,0.09,8
en8xn0,0.06,0.0,0.04,0.0,0.41,0.0,0.0,0.11,0.08,0.29,4
en9k1s,0.0,0.0,0.11,0.0,0.0,0.26,0.29,0.0,0.33,0.0,8
enkzhq,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.06,0.51,0.0,8
enl84o,0.0,0.0,0.16,0.0,0.17,0.23,0.0,0.21,0.0,0.21,5
envj3m,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.55,0.01,8
enw1e0,0.0,0.0,0.45,0.0,0.0,0.26,0.0,0.0,0.28,0.0,2
enxod8,0.0,0.0,0.12,0.0,0.0,0.24,0.0,0.0,0.62,0.0,8
eny3ef,0.0,0.0,0.0,0.0,0.34,0.0,0.11,0.0,0.0,0.54,9
enz6vc,0.0,0.0,0.0,0.09,0.0,0.24,0.17,0.09,0.4,0.0,8
eo2z5q,0.64,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
eo9v13,0.0,0.0,0.0,0.0,0.0,0.42,0.35,0.0,0.0,0.23,5
eoa35p,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.49,0.38,0.0,7
eoahud,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.45,0.36,0.01,7
eoaovv,0.66,0.0,0.27,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
eob8t6,0.31,0.01,0.46,0.01,0.01,0.01,0.19,0.01,0.01,0.01,2
eodwfq,0.16,0.08,0.0,0.0,0.0,0.32,0.0,0.21,0.21,0.0,5
eofdmj,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,5
eomvl8,0.01,0.12,0.22,0.37,0.25,0.01,0.01,0.01,0.01,0.01,3
eote9a,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,8
eoxzth,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,8
eoy04g,0.0,0.13,0.0,0.19,0.0,0.0,0.0,0.0,0.65,0.0,8
eoy2nj,0.0,0.0,0.0,0.51,0.0,0.2,0.2,0.0,0.0,0.07,3
ep34c7,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.62,9
ep3il5,0.08,0.0,0.15,0.0,0.33,0.0,0.3,0.0,0.08,0.05,4
ep3x9k,0.15,0.12,0.0,0.0,0.2,0.08,0.12,0.22,0.11,0.0,7
ep6fdh,0.44,0.01,0.01,0.34,0.01,0.18,0.01,0.01,0.01,0.01,0
ep855a,0.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.31,0.14,2
ep9b6b,0.0,0.09,0.0,0.25,0.0,0.0,0.0,0.65,0.0,0.0,7
epa4hx,0.51,0.0,0.27,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0
epaoy7,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.09,0.47,0.0,8
epavdj,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.62,0.01,8
epc6ob,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,9
epccib,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.4,0.18,8
epfuc3,0.42,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,8
epg4k3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,8
ephbfb,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.61,0.12,8
epiomw,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.02,0.21,0.16,3
epjcwe,0.18,0.0,0.0,0.0,0.11,0.45,0.0,0.04,0.0,0.21,5
epxoev,0.0,0.0,0.0,0.13,0.33,0.13,0.17,0.22,0.0,0.0,4
epy3l8,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.76,0.0,8
eq3b9q,0.0,0.0,0.06,0.0,0.0,0.53,0.1,0.0,0.29,0.0,5
eq41ot,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.31,6
eq518i,0.12,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.36,0.0,5
eq66du,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,0.2,0.01,6
eqbske,0.0,0.05,0.0,0.0,0.17,0.22,0.0,0.5,0.0,0.05,7
eqcans,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,8
eqf2td,0.08,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.66,0.0,8
eqipx6,0.0,0.06,0.0,0.13,0.26,0.31,0.0,0.0,0.23,0.0,5
eqjw6j,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,8
eqm220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.8,0.0,8
eqonh2,0.41,0.01,0.15,0.08,0.01,0.01,0.01,0.01,0.01,0.33,0
eqsrx9,0.09,0.03,0.05,0.0,0.0,0.54,0.1,0.0,0.18,0.0,5
eqtc54,0.0,0.0,0.09,0.02,0.0,0.71,0.0,0.0,0.17,0.0,5
eqvxkq,0.04,0.04,0.0,0.0,0.0,0.49,0.0,0.0,0.43,0.0,5
er4m2y,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.45,0.32,8
er5m3p,0.0,0.13,0.0,0.0,0.0,0.0,0.23,0.14,0.0,0.48,9
er7vm8,0.68,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
erfpgo,0.92,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0
ergaaw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.01,0.19,7
erimtx,0.0,0.0,0.2,0.0,0.05,0.38,0.0,0.0,0.36,0.0,5
erivx4,0.0,0.21,0.25,0.0,0.0,0.0,0.26,0.27,0.0,0.0,7
erlkem,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.35,0
ernrif,0.47,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.26,0.0,0
erocma,0.0,0.1,0.0,0.06,0.13,0.0,0.0,0.19,0.51,0.0,8
erttv4,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.46,9
eruwl5,0.0,0.0,0.31,0.07,0.0,0.1,0.05,0.48,0.0,0.0,7
es1rkb,0.0,0.0,0.27,0.0,0.13,0.5,0.0,0.0,0.0,0.1,5
es63o9,0.51,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.26,0
esfi5g,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.47,4
esj25y,0.0,0.04,0.0,0.0,0.0,0.28,0.0,0.51,0.17,0.0,7
esjkox,0.47,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0
esk0ac,0.01,0.01,0.39,0.01,0.01,0.52,0.01,0.01,0.01,0.01,5
esnvz7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.48,9
esslzb,0.11,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.65,9
estc95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.88,0.0,8
esthtw,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.18,6
esv14s,0.0,0.0,0.22,0.0,0.0,0.0,0.05,0.0,0.15,0.56,9
et0fan,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.45,0.01,3
et112g,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.06,0.41,7
et1pcz,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,5
et4jlo,0.0,0.16,0.16,0.0,0.0,0.17,0.11,0.25,0.0,0.15,7
et5psb,0.0,0.13,0.2,0.0,0.14,0.25,0.0,0.08,0.0,0.2,5
et7dib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.57,0.23,8
etd712,0.65,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
ete4yn,0.0,0.0,0.15,0.0,0.59,0.0,0.25,0.0,0.0,0.0,4
eth0xp,0.0,0.0,0.3,0.0,0.0,0.57,0.12,0.0,0.0,0.0,5
etjpq8,0.0,0.0,0.0,0.0,0.62,0.12,0.0,0.25,0.0,0.0,4
etldha,0.01,0.26,0.01,0.51,0.01,0.01,0.17,0.01,0.01,0.01,3
etles2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.24,8
etloti,0.08,0.04,0.0,0.0,0.0,0.72,0.0,0.15,0.0,0.0,5
etvbvc,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.46,6
etvyti,0.11,0.2,0.38,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2
ety7sh,0.17,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.44,9
etyavu,0.0,0.0,0.0,0.28,0.0,0.29,0.06,0.0,0.35,0.0,8
etzmaf,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,8
eu00uy,0.73,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0
eu15hd,0.76,0.01,0.09,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0
eu2d17,0.0,0.04,0.0,0.0,0.0,0.62,0.0,0.09,0.25,0.0,5
eu8x13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.36,7
euargw,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.36,0.43,0.0,8
eudvri,0.0,0.0,0.0,0.0,0.13,0.21,0.32,0.32,0.0,0.0,6
euj88k,0.0,0.0,0.15,0.0,0.17,0.23,0.0,0.21,0.23,0.0,5
ev0lc6,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.1,0.0,0.48,9
ev4ikf,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.76,0.0,8
ev5xpt,0.57,0.01,0.01,0.01,0.01,0.3,0.09,0.01,0.01,0.01,0
ev6gtg,0.37,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
evc3us,0.19,0.0,0.0,0.0,0.0,0.0,0.07,0.72,0.0,0.0,7
evgnn3,0.0,0.0,0.21,0.0,0.0,0.71,0.08,0.0,0.0,0.0,5
evhhxn,0.07,0.05,0.13,0.0,0.0,0.46,0.1,0.0,0.19,0.0,5
evqqri,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,8
evtvt9,0.0,0.13,0.11,0.0,0.21,0.16,0.0,0.38,0.0,0.0,7
evwpbb,0.0,0.0,0.0,0.0,0.0,0.52,0.25,0.0,0.0,0.2,5
ew0hes,0.05,0.0,0.0,0.14,0.26,0.0,0.0,0.0,0.54,0.0,8
ew34kg,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3,0.44,0.0,8
ew56ez,0.03,0.0,0.0,0.11,0.44,0.0,0.0,0.0,0.42,0.0,4
ew6gxg,0.0,0.0,0.26,0.22,0.0,0.0,0.0,0.0,0.5,0.0,8
ew9ts4,0.0,0.0,0.29,0.0,0.1,0.0,0.12,0.0,0.25,0.23,2
ewa6l9,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.69,9
ewb05m,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.66,0.01,0.01,7
ewebv2,0.0,0.0,0.1,0.05,0.0,0.31,0.0,0.18,0.35,0.0,8
ewhw07,0.0,0.1,0.07,0.28,0.22,0.22,0.0,0.1,0.0,0.0,3
ewiiy1,0.0,0.14,0.12,0.11,0.0,0.33,0.0,0.11,0.0,0.19,5
ex15xb,0.0,0.0,0.0,0.1,0.16,0.0,0.56,0.07,0.1,0.0,6
ex27rz,0.0,0.06,0.05,0.0,0.32,0.33,0.0,0.09,0.0,0.15,5
ex5gkq,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.74,0.17,0.0,7
ex61an,0.0,0.0,0.0,0.58,0.06,0.0,0.0,0.0,0.33,0.0,3
ex9x99,0.18,0.01,0.56,0.01,0.01,0.01,0.01,0.19,0.01,0.01,2
exao5j,0.0,0.0,0.0,0.32,0.22,0.0,0.0,0.07,0.39,0.0,8
exav6a,0.0,0.2,0.0,0.42,0.0,0.0,0.0,0.24,0.0,0.12,3
exm3j1,0.0,0.0,0.0,0.2,0.27,0.0,0.23,0.0,0.0,0.28,9
extb3p,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.83,0.01,8
exucgz,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,8
exwau0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.14,0.6,0.0,8
exyf3o,0.0,0.0,0.0,0.0,0.06,0.15,0.3,0.0,0.48,0.0,8
ey1dq1,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.43,0.0,5
ey1mqp,0.0,0.05,0.35,0.0,0.0,0.5,0.0,0.07,0.0,0.0,5
ey25py,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.33,5
ey41bm,0.01,0.01,0.01,0.01,0.64,0.01,0.01,0.01,0.31,0.01,4
ey5sqe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.74,0.0,8
eya0y9,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.15,0.02,3
eyaw65,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.42,0.0,0.25,7
eybr1k,0.13,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.47,0.0,8
eycsr1,0.01,0.01,0.46,0.01,0.47,0.01,0.01,0.01,0.01,0.01,4
eyenlu,0.29,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,6
eyh4tq,0.26,0.01,0.33,0.01,0.01,0.36,0.01,0.01,0.01,0.01,5
eyif97,0.63,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
eyji4s,0.0,0.0,0.0,0.27,0.0,0.0,0.18,0.0,0.52,0.0,8
eyq2cy,0.0,0.0,0.05,0.0,0.48,0.0,0.0,0.46,0.0,0.0,4
eyreuk,0.3,0.0,0.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,5
eyrg1m,0.0,0.0,0.26,0.0,0.0,0.0,0.11,0.3,0.3,0.0,7
eys541,0.39,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.09,0.21,0
eywq9d,0.0,0.01,0.0,0.56,0.06,0.28,0.0,0.1,0.0,0.0,3
eyxhpw,0.0,0.04,0.0,0.25,0.0,0.0,0.0,0.05,0.65,0.0,8
eyzsoi,0.0,0.06,0.0,0.0,0.25,0.33,0.12,0.12,0.12,0.0,5
ez3ez6,0.0,0.09,0.37,0.0,0.0,0.0,0.32,0.0,0.0,0.2,2
ez8gqb,0.0,0.34,0.48,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2
ez8wxx,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
ezatem,0.45,0.01,0.01,0.32,0.01,0.01,0.18,0.01,0.01,0.01,0
ezf4pw,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.23,0.56,0.01,8
ezm1jy,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,8
ezo2fb,0.56,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.19,0.01,0
ezpjin,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.39,5
ezqenr,0.01,0.01,0.75,0.17,0.01,0.01,0.01,0.01,0.01,0.01,2
ezs3po,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.23,0.16,7
ezsdew,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.9,9
ezyd2k,0.32,0.1,0.0,0.04,0.0,0.14,0.0,0.11,0.21,0.07,0
f01c2c,0.0,0.11,0.35,0.0,0.0,0.38,0.0,0.0,0.15,0.0,5
f0ednw,0.0,0.17,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.41,9
f0i3da,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,8
f112wj,0.0,0.05,0.08,0.27,0.0,0.0,0.0,0.17,0.41,0.0,8
f11fsp,0.0,0.05,0.15,0.31,0.34,0.0,0.0,0.0,0.12,0.03,4
f121u3,0.0,0.0,0.0,0.0,0.0,0.86,0.06,0.04,0.0,0.03,5
f14scx,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.78,9
f14t9q,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.77,9
f1b4x8,0.0,0.11,0.0,0.0,0.14,0.46,0.12,0.0,0.1,0.08,5
f1bjfp,0.1,0.0,0.0,0.36,0.16,0.0,0.0,0.0,0.36,0.0,3
f1eezl,0.12,0.19,0.1,0.0,0.0,0.06,0.21,0.3,0.0,0.0,7
f1fqc6,0.0,0.03,0.0,0.0,0.33,0.12,0.28,0.12,0.05,0.06,4
f1guv5,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.58,0.0,0.0,7
f1ja3q,0.0,0.03,0.0,0.0,0.49,0.25,0.0,0.0,0.22,0.0,4
f1md8e,0.12,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.68,0.0,8
f1omnp,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0
f1or63,0.29,0.0,0.0,0.0,0.0,0.58,0.0,0.12,0.0,0.0,5
f1orm9,0.0,0.01,0.04,0.0,0.23,0.58,0.03,0.1,0.0,0.0,5
f1r911,0.0,0.45,0.21,0.0,0.0,0.0,0.05,0.0,0.28,0.0,1
f1sw6q,0.01,0.01,0.01,0.49,0.01,0.01,0.16,0.01,0.01,0.31,3
f1tg54,0.0,0.03,0.19,0.0,0.52,0.19,0.0,0.06,0.0,0.0,4
f1wamz,0.0,0.06,0.0,0.0,0.31,0.0,0.12,0.0,0.5,0.0,8
f1yhoq,0.25,0.13,0.28,0.0,0.0,0.0,0.07,0.26,0.0,0.0,2
f28lp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
f2adcr,0.0,0.05,0.11,0.0,0.0,0.18,0.0,0.17,0.24,0.24,8
f2fd1j,0.0,0.14,0.0,0.34,0.0,0.0,0.0,0.34,0.16,0.0,3
f2ftqq,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.08,0.25,0.16,6
f2kmsm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.83,0.13,0.01,7
f2ofng,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
f2t42t,0.22,0.09,0.0,0.0,0.0,0.19,0.0,0.17,0.27,0.06,8
f2ugv5,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,6
f30k90,0.0,0.06,0.32,0.0,0.0,0.46,0.0,0.0,0.0,0.15,5
f31gqt,0.0,0.0,0.0,0.0,0.11,0.28,0.08,0.14,0.0,0.39,9
f3391a,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.92,0.0,8
f344qu,0.0,0.0,0.0,0.16,0.33,0.31,0.14,0.0,0.0,0.06,4
f354b7,0.0,0.0,0.23,0.0,0.12,0.46,0.0,0.0,0.0,0.18,5
f380yv,0.0,0.15,0.22,0.0,0.0,0.3,0.12,0.21,0.0,0.0,5
f3aqas,0.0,0.0,0.06,0.0,0.0,0.7,0.0,0.03,0.21,0.0,5
f3dl2b,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.53,0.18,0.0,7
f3ij1t,0.0,0.0,0.14,0.28,0.35,0.22,0.0,0.0,0.0,0.0,4
f3nsjz,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,9
f3osq3,0.23,0.0,0.12,0.0,0.0,0.0,0.0,0.2,0.44,0.0,8
f3rzhb,0.16,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.39,0.0,5
f3t3k6,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.01,8
f410y6,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.26,5
f46agf,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9
f47u9z,0.0,0.08,0.0,0.0,0.13,0.0,0.0,0.0,0.78,0.0,8
f47wc7,0.0,0.0,0.0,0.22,0.47,0.14,0.0,0.0,0.16,0.0,4
f49fv1,0.06,0.2,0.0,0.0,0.05,0.0,0.14,0.2,0.34,0.0,8
f4a0vd,0.0,0.0,0.14,0.0,0.54,0.0,0.0,0.0,0.3,0.0,4
f4dfry,0.77,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
f4eym5,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,4
f4gt6r,0.01,0.12,0.01,0.01,0.28,0.01,0.01,0.01,0.55,0.01,8
f4hycn,0.15,0.01,0.57,0.24,0.01,0.01,0.01,0.01,0.01,0.01,2
f4i93w,0.1,0.02,0.09,0.17,0.0,0.09,0.0,0.09,0.43,0.0,8
f4jqyw,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.09,8
f4po2w,0.01,0.36,0.01,0.1,0.01,0.01,0.01,0.01,0.49,0.01,8
f4so12,0.01,0.01,0.73,0.01,0.23,0.01,0.01,0.01,0.01,0.01,2
f4wi0p,0.0,0.08,0.0,0.0,0.07,0.33,0.21,0.3,0.0,0.0,5
f4xm68,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.65,0.0,8
f4xp28,0.01,0.01,0.05,0.23,0.01,0.01,0.01,0.01,0.68,0.01,8
f52odi,0.43,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
f54kbr,0.01,0.49,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,1
f5g8bp,0.04,0.0,0.56,0.04,0.0,0.11,0.0,0.12,0.0,0.13,2
f5jkmp,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.42,0.35,8
f5s235,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.47,0.1,8
f5ue9h,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.62,9
f5xdlt,0.2,0.0,0.0,0.57,0.2,0.0,0.0,0.0,0.0,0.0,3
f607dh,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.15,0.0,0.21,5
f60rzq,0.0,0.11,0.02,0.0,0.07,0.44,0.0,0.25,0.0,0.1,5
f64eor,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.24,0.0,0
f64gpi,0.12,0.0,0.59,0.0,0.0,0.0,0.0,0.26,0.0,0.0,2
f66jqx,0.0,0.03,0.54,0.0,0.0,0.23,0.0,0.0,0.18,0.0,2
f680yw,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0
f6djse,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,9
f6fp7b,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,5
f6ie9v,0.66,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
f6okfe,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.68,0.0,8
f6sctc,0.08,0.02,0.1,0.0,0.0,0.58,0.0,0.22,0.0,0.0,5
f6t2tb,0.0,0.0,0.06,0.0,0.06,0.46,0.0,0.03,0.21,0.17,5
f6vc2w,0.0,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.37,0.15,8
f6vk3i,0.08,0.0,0.0,0.16,0.28,0.0,0.0,0.0,0.32,0.14,8
f6xvlh,0.0,0.15,0.06,0.07,0.38,0.0,0.0,0.24,0.0,0.09,4
f6yiy4,0.0,0.05,0.0,0.0,0.18,0.5,0.17,0.09,0.0,0.0,5
f6zdss,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.65,0.23,8
f7074s,0.0,0.22,0.0,0.0,0.41,0.0,0.0,0.24,0.0,0.11,4
f71wq9,0.03,0.34,0.03,0.46,0.03,0.03,0.03,0.03,0.03,0.03,3
