,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
e95t7a,0.0,0.0,0.0,0.02,0.0,0.29,0.0,0.0,0.24,0.0,0.12,0.0,0.24,0.0,0.07,5
e9b76g,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.47,14
e9bmnq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,11
e9e13x,0.03,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,5
e9eflk,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,11
e9ej9r,0.0,0.0,0.0,0.01,0.03,0.15,0.0,0.13,0.13,0.17,0.13,0.0,0.11,0.14,0.0,9
e9fw60,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.22,0.01,0.01,0.01,0.01,9
e9g6tp,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.32,0.3,0.0,12
e9hfgr,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.45,14
e9jrdu,0.0,0.04,0.0,0.0,0.0,0.19,0.04,0.47,0.0,0.0,0.09,0.16,0.0,0.0,0.0,7
e9lp24,0.11,0.0,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.45,0.23,0.0,0.0,0.0,0.0,9
e9mntf,0.0,0.0,0.0,0.03,0.0,0.16,0.0,0.32,0.0,0.33,0.0,0.0,0.15,0.0,0.0,9
e9p2hh,0.0,0.0,0.0,0.0,0.29,0.34,0.09,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,5
e9pt66,0.0,0.05,0.05,0.0,0.19,0.22,0.0,0.0,0.23,0.0,0.05,0.16,0.0,0.06,0.0,8
e9q86g,0.0,0.0,0.0,0.0,0.39,0.18,0.0,0.0,0.0,0.09,0.0,0.0,0.23,0.07,0.0,4
e9rvij,0.0,0.0,0.0,0.13,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.34,14
e9sz62,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.15,0.0,0.0,0.33,0.0,0.0,0.0,4
e9umu0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.33,0.26,0.08,0.0,11
e9uy8j,0.06,0.0,0.13,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.25,0.0,0.0,0.0,0.14,10
e9v432,0.0,0.0,0.06,0.0,0.05,0.26,0.0,0.0,0.21,0.0,0.0,0.0,0.37,0.04,0.0,12
e9vkls,0.17,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.27,0.0,0.43,0.0,0.0,12
e9vlll,0.0,0.0,0.0,0.01,0.26,0.29,0.0,0.0,0.05,0.0,0.0,0.34,0.0,0.0,0.05,11
e9xwuk,0.0,0.0,0.0,0.3,0.63,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ea0ti7,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.48,0.01,13
ea1l1y,0.0,0.0,0.02,0.0,0.0,0.25,0.01,0.23,0.04,0.0,0.0,0.03,0.17,0.08,0.16,5
ea1njc,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ea2hj1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.45,0.3,0.0,0.0,0.0,0.0,9
ea40y4,0.0,0.0,0.03,0.0,0.19,0.45,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.04,0.0,5
ea4wx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.21,0.0,0.0,0.0,0.0,0.15,8
ea5h7e,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.63,0.0,0.18,0.0,0.0,0.0,0.04,0.0,7
ea614e,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.17,0.12,0.05,0.0,0.31,0.0,0.23,12
ea6gec,0.07,0.0,0.0,0.0,0.13,0.26,0.0,0.03,0.0,0.13,0.0,0.0,0.2,0.09,0.09,5
eab9b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.67,0.0,0.0,12
eacb71,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.07,0.2,0.0,0.0,0.1,0.0,7
eacwq8,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.06,0.0,0.0,0.22,0.09,0.0,5
eapb3h,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.35,0.0,0.0,0.0,0.22,10
eas18y,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.11,0.0,0.18,0.0,0.0,0.28,0.0,0.0,5
eavc0y,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.31,0.19,4
eawvd9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.08,0.0,0.2,0.0,0.0,9
eayt75,0.0,0.0,0.07,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4
eazz3n,0.01,0.01,0.21,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,10
eb161j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.31,0.38,14
eb2qbu,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,11
eb2yc9,0.0,0.0,0.04,0.0,0.58,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4
eb8ni0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.33,0.26,0.0,0.2,0.0,0.0,9
eb8vz9,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.26,0.09,0.11,0.07,0.0,0.07,0.0,0.07,7
ebdpwx,0.25,0.01,0.01,0.11,0.41,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
ebeqn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.16,0.0,0.0,0.0,0.0,7
ebf78o,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.25,0.0,10
ebhlau,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.33,0.08,0.0,0.0,0.0,5
ebl0cb,0.0,0.0,0.12,0.0,0.37,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.29,0.0,0.0,4
ebp53v,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.0,0.2,0.44,0.0,0.0,12
ebpl2c,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.43,0.01,0.01,0.01,0.01,0.01,7
ebrxde,0.13,0.0,0.05,0.03,0.0,0.0,0.06,0.67,0.0,0.0,0.0,0.0,0.0,0.05,0.0,7
eby4ak,0.08,0.0,0.0,0.0,0.0,0.28,0.03,0.23,0.0,0.0,0.0,0.31,0.0,0.06,0.0,11
ebz6gk,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ec2f9z,0.03,0.0,0.0,0.04,0.14,0.0,0.09,0.12,0.0,0.11,0.23,0.0,0.22,0.0,0.0,10
ec2q7c,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,1
ec8ws7,0.02,0.0,0.0,0.0,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.07,0.27,14
ecdfup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.57,0.0,0.0,0.0,0.0,10
ecdxut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.18,0.0,0.21,0.0,0.18,0.1,0.0,7
ecged7,0.02,0.0,0.0,0.0,0.0,0.59,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5
ech6g5,0.0,0.0,0.0,0.0,0.21,0.54,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,5
echer8,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.66,0.0,0.0,12
ecja7j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,10
ecl3eb,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.24,0.29,0.0,0.37,0.0,0.0,12
ecmy2g,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.66,0.0,0.0,12
ecnxw3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,10
ecsc5l,0.09,0.0,0.0,0.0,0.0,0.28,0.15,0.33,0.0,0.0,0.06,0.0,0.09,0.0,0.0,7
ecusgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.22,0.0,0.0,0.19,0.14,7
ed02oy,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.18,0.0,0.43,0.0,0.0,0.1,0.0,10
ed2jbg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,9
ed4sy1,0.01,0.0,0.0,0.01,0.17,0.31,0.0,0.0,0.0,0.06,0.0,0.07,0.29,0.0,0.07,5
edcd5o,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.68,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7
edcjhb,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,4
edcruy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.42,0.0,0.07,8
edhphu,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,11
edliqg,0.11,0.0,0.02,0.0,0.19,0.08,0.0,0.0,0.28,0.22,0.0,0.0,0.09,0.0,0.0,8
edly5v,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.54,14
edtkr9,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.4,0.0,4
edtp2x,0.02,0.0,0.03,0.0,0.0,0.24,0.12,0.24,0.21,0.0,0.0,0.14,0.0,0.0,0.0,5
edzo1y,0.0,0.0,0.22,0.0,0.0,0.0,0.13,0.55,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7
ee4bfu,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.17,0.0,0.45,0.0,0.0,0.0,0.0,10
ee6xse,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.6,0.0,0.0,0.0,0.25,0.0,0.0,8
ee926v,0.0,0.0,0.0,0.07,0.57,0.08,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,4
eeabi5,0.12,0.0,0.0,0.0,0.13,0.63,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,5
eeh62i,0.0,0.04,0.0,0.0,0.0,0.37,0.0,0.0,0.34,0.0,0.0,0.19,0.0,0.06,0.0,5
eeh8tp,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,14
eej93p,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.24,0.28,0.0,0.0,0.0,0.0,0.19,0.18,8
eernhu,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.34,0.0,0.26,0.0,0.0,0.0,0.0,0.0,5
ef0iv5,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.27,0.0,0.0,11
ef4020,0.0,0.0,0.06,0.0,0.68,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,4
ef5mp0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.29,0.0,0.16,0.0,7
ef8b7d,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,8
efa7uh,0.0,0.0,0.19,0.0,0.14,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.06,0.0,8
efbo6r,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.69,0.0,0.0,0.0,11
efcffp,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.0,0.11,0.19,0.0,0.24,0.0,0.0,0.0,5
effe5f,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.09,0.0,0.07,0.17,0.17,0.0,0.0,4
efows7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.14,0.33,0.15,13
efr02r,0.0,0.0,0.23,0.11,0.0,0.0,0.18,0.0,0.0,0.0,0.11,0.22,0.0,0.11,0.0,2
efsher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.24,0.54,0.03,0.07,12
eg0er9,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.07,0.35,0.0,0.33,0.0,0.0,0.11,0.0,8
eg36n1,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.25,0.0,0.0,10
eg4qo9,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.2,0.0,0.0,0.06,0.11,0.1,0.18,8
eg5psk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,11
eg9c3v,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,10
eg9dvq,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,11
eg9h41,0.12,0.01,0.01,0.13,0.41,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,4
egccot,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.0,0.0,5
egccun,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.17,0.0,0.0,0.31,0.0,13
eggi75,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,11
egk0q9,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.0,0.51,0.0,0.0,0.0,0.1,0.0,0.2,8
egkt6e,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.15,0.16,0.14,0.03,0.0,8
eglpch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.6,0.0,0.2,12
eguiek,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.19,0.09,0.16,0.0,0.0,0.12,0.16,7
eguvct,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.47,0.05,0.07,0.0,0.0,0.0,0.23,8
egye9p,0.26,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.12,0.0,0.12,0.04,0.0,9
eh5pra,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.27,0.0,0.0,4
eh5t5c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.34,0.28,0.0,0.0,11
eh9455,0.0,0.0,0.11,0.08,0.14,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.08,0.0,0.0,8
ehc157,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ehfenw,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,2
ehgqg4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.0,0.13,0.0,0.0,0.03,0.0,7
ehh2x0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.04,0.05,0.0,0.23,0.14,0.26,5
ehi8vu,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.35,0.0,0.07,0.0,0.45,0.0,0.0,0.0,11
ehk5o9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.24,0.15,0.1,0.0,0.0,0.0,0.0,0.0,4
ehmb4d,0.08,0.0,0.19,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,11
ehnaeo,0.0,0.0,0.19,0.0,0.0,0.27,0.0,0.0,0.32,0.07,0.0,0.0,0.0,0.0,0.13,8
ehpwxl,0.11,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,14
ehq3px,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.59,0.0,0.0,0.0,0.0,10
ehqfhm,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.14,0.27,0.0,0.11,8
ehsazc,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.71,14
ehuo88,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.16,0.21,0.0,0.08,0.0,0.0,0.09,0.0,5
ehuxx7,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.05,0.18,0.0,0.05,0.0,0.0,0.0,0.43,14
ehvq10,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.55,0.0,0.0,12
ehxrrw,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.58,0.16,0.13,12
ehxwlw,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.11,0.0,0.0,0.18,0.0,0.22,7
eii13j,0.0,0.03,0.08,0.0,0.37,0.06,0.06,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,4
eij0re,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.33,0.37,0.01,0.01,0.01,11
eikam4,0.0,0.0,0.04,0.05,0.16,0.0,0.0,0.3,0.23,0.0,0.0,0.0,0.21,0.0,0.0,7
eil9jg,0.0,0.0,0.05,0.0,0.0,0.81,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,5
eiop6q,0.0,0.0,0.0,0.04,0.39,0.0,0.0,0.05,0.0,0.13,0.1,0.0,0.25,0.04,0.0,4
eisx6w,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.47,0.0,0.06,0.1,0.09,0.04,0.0,8
eiszhx,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.2,0.0,0.0,10
eixwf7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.0,0.26,0.0,0.24,0.35,0.0,0.0,12
eizjnx,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ej5r1v,0.03,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.38,0.0,0.1,12
ejelsw,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.06,0.19,0.17,0.09,0.0,0.12,0.07,0.25,14
ejjcj7,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
ejoqtr,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.31,0.13,0.0,0.0,0.21,0.31,0.0,0.0,7
ejrowb,0.0,0.0,0.0,0.0,0.61,0.08,0.0,0.0,0.0,0.24,0.0,0.04,0.0,0.0,0.0,4
ejsyim,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.57,0.0,0.0,12
ejw8qk,0.0,0.0,0.0,0.0,0.29,0.13,0.0,0.0,0.0,0.28,0.0,0.0,0.26,0.0,0.0,4
ek34p2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,10
ek4m3o,0.0,0.0,0.06,0.0,0.34,0.0,0.0,0.06,0.28,0.0,0.0,0.0,0.25,0.0,0.0,4
ekdtup,0.01,0.01,0.01,0.01,0.7,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
eke2ss,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.32,0.0,0.0,0.0,0.37,14
ekf57o,0.27,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,10
ekfazd,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.31,0.0,0.0,0.29,11
ekj3vy,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,4
ekoevx,0.0,0.0,0.0,0.0,0.61,0.05,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.14,0.0,4
ekok6s,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.28,0.1,0.24,12
ekp4pe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.22,0.0,11
ekq6tw,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.11,0.21,12
ekt4cs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.12,0.0,0.0,0.0,0.0,9
ekvt5x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.36,0.0,0.0,0.0,0.0,0.0,8
el2suq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,10
el67zs,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,11
el89fe,0.0,0.0,0.0,0.0,0.33,0.16,0.0,0.0,0.12,0.0,0.0,0.33,0.0,0.06,0.0,4
elazhj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,10
elbc8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.55,0.0,0.0,12
elc92n,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.22,0.35,0.01,0.01,12
elcs4x,0.0,0.0,0.0,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.15,0.0,5
elf4x2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.23,0.01,8
elfpc3,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.28,0.0,0.0,0.08,0.0,9
elhbnc,0.0,0.0,0.09,0.02,0.0,0.09,0.01,0.02,0.0,0.1,0.13,0.0,0.0,0.14,0.39,14
eljgyw,0.07,0.0,0.0,0.0,0.82,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
eljzin,0.0,0.01,0.0,0.02,0.38,0.27,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.07,4
elsi5p,0.06,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.2,0.31,0.0,0.0,0.16,0.0,0.0,9
elt6fh,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
elue9n,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.52,0.0,0.4,0.0,0.0,0.0,0.0,8
eluoel,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.37,0.0,0.04,0.0,0.39,0.09,0.0,12
elx4k2,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,14
em27af,0.0,0.02,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.62,14
em2ptq,0.0,0.0,0.35,0.17,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
em2r70,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.19,0.12,0.0,0.0,0.23,0.16,0.0,0.17,11
em5j5n,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.06,0.0,0.29,0.0,0.0,8
em6tvi,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.37,0.34,0.0,0.12,0.04,0.0,0.0,0.0,7
em8dus,0.0,0.0,0.0,0.04,0.0,0.0,0.05,0.24,0.0,0.03,0.0,0.17,0.46,0.0,0.0,12
em9920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.26,0.61,0.0,0.0,12
emcfwa,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.18,0.0,0.23,7
emcihw,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.34,0.11,0.0,0.0,0.0,0.18,0.14,8
emealj,0.0,0.02,0.0,0.0,0.0,0.61,0.0,0.04,0.0,0.0,0.11,0.0,0.08,0.13,0.0,5
eminap,0.0,0.16,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.63,0.0,0.0,12
emjfgu,0.0,0.0,0.0,0.03,0.05,0.19,0.02,0.1,0.33,0.0,0.03,0.0,0.25,0.0,0.0,8
emmkw1,0.0,0.0,0.0,0.0,0.38,0.36,0.03,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.0,4
emmtnm,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,0.26,0.0,0.0,0.41,14
ems9mo,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.15,0.0,12
emtg67,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,11
emthyv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.63,0.04,0.0,12
emv1w2,0.01,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.42,0.0,0.0,0.0,0.0,0.0,0.41,8
emvs00,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,5
en0djq,0.0,0.02,0.05,0.05,0.0,0.24,0.0,0.0,0.26,0.0,0.0,0.0,0.15,0.0,0.23,8
en2n8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.6,0.0,0.0,0.0,0.0,0.0,0.0,8
