,t0 medication,t1 chronic,t2 help,t3 else,t4 weight,t5 right,t6 covid,t7 week,t8 sex,t9 side,t10 woman,t11 nt,t12 told,t13 control,t14 cramp,t15 surgery,t16 really,t17 nt,t18 cyst,t19 amp,dominant_topic
4xp06e,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.36,0.0,0.0,17
4xqlfk,0.0,0.0,0.06,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.16,0.0,0.0,0.34,0.0,0.0,5
4xqtjt,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.06,0.21,0.11,0.29,0.0,0.0,0.27,0.0,0.0,14
4xtt3p,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4xyqv1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
4yald0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.37,0.16,0.0,0.29,0.05,0.01,14
4zjy9z,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.0,0.0,13
5061ws,0.0,0.0,0.06,0.03,0.0,0.09,0.0,0.44,0.0,0.0,0.0,0.09,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,7
507zim,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.1,0.0,0.0,11
508opr,0.0,0.0,0.0,0.07,0.0,0.28,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.45,0.0,0.0,0.0,0.0,15
524te1,0.01,0.0,0.1,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.21,0.0,0.0,14
5301qz,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.3,0.0,0.12,0.0,0.16,0.25,0.0,0.14,12
53atcb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.07,15
53hwr0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.0,7
53l5k2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.5,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.27,10
53ribd,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.48,0.14,0.0,17
53u57m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.18,0.19,0.0,0.23,0.19,0.04,0.0,0.0,0.01,14
541ojj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.01,0.01,15
543p9j,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.06,0.01,0.03,0.0,0.1,0.06,0.14,0.04,0.07,0.32,0.03,0.0,17
54alzp,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.29,0.0,0.0,0.05,0.0,0.0,0.12,0.13,0.0,0.0,0.27,0.06,0.0,7
54bsap,0.03,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.57,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.04,0.02,0.0,8
54s7cs,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.0,0.0,0.0,0.37,0.18,0.0,17
54ukgt,0.0,0.0,0.05,0.0,0.03,0.21,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.09,0.44,0.0,0.06,0.0,0.0,15
54wzn2,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.21,0.0,0.0,0.0,0.0,0.0,5
5543i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.23,0.36,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,11
55ge5c,0.0,0.0,0.05,0.03,0.65,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.06,0.01,0.0,4
57dxbq,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.0,0.13,0.0,0.0,7
580q1c,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.0,0.0,0.4,0.0,0.0,17
5882a7,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.13,0.27,0.08,0.41,0.0,0.01,0.0,16
58czms,0.0,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.2,0.0,0.0,0.0,0.0,0.0,13
5aw3cu,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.16,0.06,0.0,0.0,0.0,0.44,0.02,0.03,17
5bdruc,0.51,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
5c0qjb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.64,0.0,0.0,17
5c5zq6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.34,0.0,0.0,0.24,0.0,0.0,0.03,0.0,11
5c8fw6,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.41,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
5cbo4h,0.0,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,19
5cheix,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.31,0.06,0.0,5
5dafxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.26,0.0,0.36,0.0,0.0,13
5e4rpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.57,0.04,0.0,0.0,0.0,0.33,0.01,0.0,12
5e6ga7,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.0,0.23,0.57,0.0,0.0,17
5ebq1k,0.0,0.0,0.23,0.09,0.0,0.23,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7
5ekgjj,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,17
5ex8ra,0.0,0.0,0.06,0.0,0.07,0.26,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.17,0.0,0.0,0.06,0.19,0.0,0.0,5
5f4sia,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.34,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.12,11
5fbefw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.14,0.0,0.0,0.0,0.51,0.0,0.0,0.0,16
5g762b,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.13,10
5gny80,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5hc7ui,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.61,0.0,0.1,0.12,0.0,0.0,14
5hez78,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.58,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,11
5hioxu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.74,0.1,0.0,17
5hr0os,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.63,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.0,7
5hs5yn,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.03,0.18,0.0,0.0,0.57,0.0,0.0,17
5hynyk,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.1,0.01,15
5hzh79,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.35,0.0,0.0,0.43,0.0,0.0,0.0,0.0,15
5jhco8,0.0,0.03,0.0,0.03,0.0,0.45,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.07,0.0,0.0,0.21,0.0,0.01,5
5jinae,0.0,0.01,0.0,0.0,0.0,0.32,0.0,0.0,0.07,0.0,0.0,0.09,0.0,0.03,0.42,0.0,0.06,0.0,0.0,0.0,14
5kdknt,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.4,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,11
5kom5u,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
5kw24v,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.26,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,11
5lhfsg,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.31,0.04,0.18,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,8
5lvthq,0.0,0.0,0.16,0.0,0.0,0.2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.21,0.16,0.0,0.19,0.0,0.0,14
5mdsfo,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.74,0.0,0.0,17
5mh32p,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.15,0.0,0.0,14
5mqd9y,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.24,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.27,0.13,0.0,0.0,16
5n0id4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.26,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.09,0.0,8
5nxhkq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.46,0.0,0.21,0.01,0.0,0.0,0.0,0.25,0.0,0.0,10
5nyeyn,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.09,0.0,0.13,0.1,0.21,0.08,0.11,0.0,0.09,0.0,0.0,13
5o9eg3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,17
5oe9o6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,15
5ofzog,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.03,0.0,0.18,0.0,0.28,0.04,0.0,12
5ok0m4,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5onjzc,0.0,0.01,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.34,0.0,0.0,0.0,0.0,0.2,0.0,0.0,12
5osk5n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.35,0.0,0.35,0.04,0.0,15
5p57bs,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,17
5pinz2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.47,0.0,0.0,17
5pri3q,0.01,0.01,0.53,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,2
5pzrfy,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.32,0.0,0.07,0.0,0.0,0.0,0.1,0.3,0.13,0.0,0.0,0.0,0.0,7
5q47f1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,14
5q5qvf,0.0,0.0,0.09,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5qfnnj,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5qfond,0.0,0.0,0.15,0.0,0.03,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.36,0.0,0.0,0.23,0.0,0.03,14
5r2ry5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.36,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7
5r51kw,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.11,0.01,15
5rgnv4,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.44,0.19,0.08,0.0,0.06,0.0,0.0,13
5rmlaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,15
5rv91w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.31,0.2,0.0,0.0,0.28,0.0,0.0,0.0,0.0,11
5rxp58,0.0,0.0,0.11,0.11,0.0,0.64,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5s9ydn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5sa82k,0.0,0.0,0.07,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.0,0.15,0.0,0.0,0.0,13
5shkwu,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.31,0.2,0.0,0.0,8
5sk5xd,0.0,0.0,0.0,0.19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5skvsq,0.0,0.01,0.0,0.08,0.1,0.12,0.0,0.12,0.16,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.02,16
5slp87,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.04,0.22,0.0,0.23,0.0,0.0,12
5slssh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.81,0.0,0.07,0.0,0.0,15
5t1rly,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.54,0.03,0.0,17
5ublbw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.11,0.0,0.0,0.0,0.0,0.05,0.1,0.24,0.0,0.0,8
5ui1yd,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.05,17
5urbwk,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.09,0.04,0.25,0.29,0.0,0.05,0.0,0.06,0.0,0.02,0.0,12
5uw8b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,11
5vgcii,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.13,0.07,0.0,0.0,0.11,0.0,0.0,0.0,0.33,0.02,0.0,4
5vjkhk,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
5vpo9w,0.02,0.0,0.06,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.19,0.07,0.0,4
5vqkj6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.41,0.18,0.0,0.0,0.32,0.0,0.0,0.0,0.0,11
5vwhfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.13,0.0,8
5vzz7z,0.01,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.28,0.0,0.0,0.07,0.02,0.2,0.13,0.0,0.06,11
5w6k4b,0.0,0.0,0.0,0.07,0.06,0.13,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.04,17
5w847x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.14,0.0,0.0,0.16,0.15,0.0,12
5wb08k,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,7
5wgkrm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.12,0.27,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,17
5wjcmn,0.0,0.0,0.0,0.07,0.0,0.4,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,17
5wl5ov,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.32,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,10
5x6n3c,0.0,0.0,0.32,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,5
5xmlz7,0.0,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,10
5xqkv6,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5xqs9d,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,5
5xrjpm,0.0,0.0,0.13,0.15,0.0,0.0,0.0,0.0,0.27,0.07,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.0,8
5xw0tv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.22,0.08,0.19,0.0,0.0,0.42,0.0,0.0,17
5xzrjt,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,17
5y2xhr,0.0,0.0,0.13,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.3,0.0,0.0,0.0,16
5y4zug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.12,0.58,0.04,0.11,0.07,0.0,0.0,14
5yc704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.28,0.0,0.0,0.17,0.15,0.14,0.0,0.03,0.0,11
5yc8g2,0.06,0.0,0.0,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,13
5yn5qt,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,12
5yoxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.18,0.46,0.0,0.0,0.0,0.0,0.0,14
5z6sng,0.0,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.08,0.0,0.24,0.06,0.0,0.23,0.0,15
5zfs44,0.0,0.0,0.08,0.0,0.24,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.16,0.07,0.13,0.0,0.0,0.21,0.02,0.0,4
5zru2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.58,0.0,0.0,17
60o3vr,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.19,0.0,0.0,15
60ry7a,0.0,0.0,0.0,0.0,0.15,0.03,0.0,0.12,0.06,0.01,0.09,0.23,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,11
60scc7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.3,0.0,0.12,0.08,0.0,10
60wvn8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.0,0.26,0.54,0.0,0.0,17
61gw6i,0.0,0.0,0.17,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.12,0.0,0.16,0.03,0.0,0.0,0.0,0.3,0.0,0.0,17
61p9xp,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.31,0.16,0.0,0.0,0.0,0.0,14
62hdsg,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,2
633qwq,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,10
63f0sg,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.06,0.0,0.0,14
63fikm,0.0,0.0,0.1,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.17,0.11,0.0,0.0,4
63n9ps,0.0,0.0,0.02,0.02,0.0,0.28,0.0,0.09,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.31,0.0,0.0,17
63ytab,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.21,0.0,0.07,0.04,0.18,0.02,0.0,0.0,0.04,0.28,0.0,0.0,17
64akt7,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.0,0.32,0.0,0.0,0.21,0.0,0.09,14
64p8dk,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.04,0.17,0.25,0.0,0.0,0.15,0.0,0.2,0.01,0.0,12
655gq9,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,12
65o0jh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.36,0.0,0.0,0.47,0.0,0.0,17
65pjck,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.09,0.12,0.0,0.0,0.19,0.17,0.29,0.0,0.0,17
65skcs,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.51,0.29,0.0,0.0,0.0,0.0,14
65yugg,0.01,0.01,0.15,0.14,0.01,0.4,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
666s32,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.13,0.0,0.1,0.17,0.41,0.0,0.0,17
66crem,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.07,0.53,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,11
66ozzp,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.06,0.0,0.08,0.0,0.16,0.0,0.0,0.17,0.0,0.27,0.0,0.0,17
66ufqn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.32,0.0,18
67bivw,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.0,5
68by6q,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.0,0.15,0.04,0.0,0.09,0.0,0.0,0.0,0.12,0.0,0.0,0.18,0.0,5
6936v0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,15
694o36,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
698ckk,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.18,0.0,0.0,0.14,0.0,0.0,0.0,0.22,0.0,0.0,0.36,0.0,0.0,17
69jrkw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.0,7
69mcf1,0.03,0.0,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.43,0.0,0.0,0.3,0.0,0.0,14
