,t0 amp,t1 period,t2 nt,t3 sex,t4 symptom,t5 feel,t6 nt,t7 endometriosis,t8 control,t9 surgery,t10 day,t11 cyst,t12 pelvic,t13 advice,t14 else,dominant_topic
5jinae,0.0,0.37,0.0,0.13,0.21,0.0,0.11,0.0,0.03,0.0,0.0,0.0,0.12,0.0,0.04,1
5kdknt,0.0,0.23,0.0,0.0,0.0,0.0,0.52,0.0,0.08,0.0,0.1,0.0,0.0,0.05,0.0,6
5kom5u,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
5kw24v,0.07,0.13,0.0,0.0,0.0,0.16,0.13,0.0,0.34,0.0,0.08,0.0,0.0,0.0,0.09,8
5lhfsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.51,0.0,0.0,0.0,0.0,0.0,0.19,8
5lvthq,0.06,0.25,0.0,0.0,0.13,0.0,0.0,0.23,0.0,0.25,0.0,0.06,0.0,0.0,0.0,1
5mdsfo,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.05,0.0,8
5mh32p,0.0,0.72,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,1
5mqd9y,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.14,0.19,0.0,0.0,0.1,0.0,0.0,0.0,5
5n0id4,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.01,9
5nxhkq,0.02,0.0,0.35,0.0,0.0,0.13,0.0,0.33,0.14,0.0,0.0,0.0,0.0,0.04,0.0,2
5nyeyn,0.1,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.32,0.08,0.09,0.0,0.0,0.0,0.0,6
5o9eg3,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,9
5oe9o6,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,9
5ofzog,0.0,0.0,0.27,0.0,0.0,0.0,0.06,0.0,0.09,0.16,0.28,0.14,0.0,0.0,0.0,10
5ok0m4,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,4
5onjzc,0.0,0.0,0.12,0.0,0.08,0.18,0.0,0.0,0.18,0.0,0.18,0.04,0.0,0.04,0.17,5
5osk5n,0.0,0.0,0.17,0.0,0.0,0.22,0.0,0.0,0.0,0.39,0.0,0.19,0.0,0.0,0.0,9
5p57bs,0.12,0.0,0.65,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
5pinz2,0.0,0.12,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.21,0.0,9
5pri3q,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.41,0.01,13
5pzrfy,0.05,0.2,0.0,0.0,0.11,0.0,0.15,0.0,0.37,0.0,0.0,0.09,0.0,0.04,0.0,8
5q47f1,0.0,0.34,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5q5qvf,0.0,0.0,0.18,0.0,0.45,0.0,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5qfnnj,0.0,0.27,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5qfond,0.05,0.29,0.06,0.07,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.1,0.05,0.06,0.0,1
5r2ry5,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.09,0.01,8
5r51kw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,13
5rgnv4,0.11,0.16,0.0,0.0,0.0,0.0,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.12,0.0,6
5rmlaa,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,11
5rv91w,0.0,0.0,0.0,0.0,0.0,0.13,0.3,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.03,9
5rxp58,0.0,0.28,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.17,0.11,0.31,14
5s9ydn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.11,0.01,0.01,7
5sa82k,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.0,0.07,0.0,0.36,14
5shkwu,0.0,0.0,0.41,0.34,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2
5sk5xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.29,0.12,0.0,0.28,11
5skvsq,0.0,0.0,0.0,0.09,0.13,0.3,0.0,0.07,0.13,0.0,0.14,0.0,0.07,0.0,0.07,5
5slp87,0.0,0.0,0.18,0.0,0.0,0.0,0.11,0.0,0.0,0.21,0.19,0.11,0.0,0.2,0.0,9
5slssh,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,9
5t1rly,0.0,0.25,0.43,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.1,2
5ublbw,0.0,0.0,0.48,0.24,0.0,0.18,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5ui1yd,0.19,0.0,0.43,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.08,0.0,2
5urbwk,0.05,0.15,0.06,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.0,5
5uw8b5,0.0,0.0,0.0,0.0,0.0,0.12,0.71,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,6
5vgcii,0.07,0.0,0.0,0.0,0.16,0.14,0.0,0.32,0.29,0.0,0.0,0.02,0.0,0.0,0.0,7
5vjkhk,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
5vpo9w,0.19,0.1,0.0,0.0,0.14,0.0,0.07,0.07,0.19,0.0,0.0,0.11,0.0,0.12,0.0,0
5vqkj6,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.34,0.0,0.0,0.0,0.12,10
5vwhfc,0.0,0.0,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2
5vzz7z,0.0,0.1,0.16,0.0,0.04,0.16,0.0,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.0,7
5w6k4b,0.04,0.38,0.25,0.06,0.12,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.04,1
5w847x,0.0,0.0,0.13,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.01,0.16,0.0,0.0,0.0,6
5wb08k,0.01,0.18,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
5wgkrm,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.75,0.0,0.0,0.0,0.0,0.0,9
5wjcmn,0.0,0.0,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.16,12
5wl5ov,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5x6n3c,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.38,7
5xmlz7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.15,7
5xqkv6,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5xqs9d,0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.4,0.0,0.17,0.23,11
5xrjpm,0.0,0.34,0.23,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,1
5xw0tv,0.0,0.14,0.21,0.07,0.0,0.0,0.0,0.0,0.39,0.13,0.05,0.0,0.0,0.0,0.0,8
5xzrjt,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2
5y2xhr,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.19,0.0,5
5y4zug,0.0,0.58,0.12,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,1
5yc704,0.0,0.19,0.0,0.24,0.0,0.3,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,5
5yc8g2,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.17,8
5yn5qt,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.08,0.0,0.0,0.0,8
5yoxes,0.0,0.22,0.0,0.2,0.07,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,8
5z6sng,0.0,0.0,0.11,0.0,0.1,0.06,0.0,0.0,0.08,0.35,0.0,0.18,0.07,0.03,0.02,9
5zfs44,0.0,0.16,0.0,0.0,0.1,0.09,0.09,0.0,0.23,0.0,0.14,0.1,0.0,0.08,0.0,8
5zru2c,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.29,0.0,0.0,0.0,0.0,2
60o3vr,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.18,0.0,2
60ry7a,0.05,0.0,0.0,0.04,0.14,0.0,0.27,0.0,0.17,0.16,0.13,0.0,0.0,0.04,0.0,6
60scc7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.52,0.0,0.0,0.0,0.0,0.0,9
60wvn8,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.17,0.0,0.07,8
61gw6i,0.0,0.0,0.3,0.0,0.04,0.12,0.0,0.24,0.19,0.0,0.0,0.1,0.0,0.0,0.0,2
61p9xp,0.0,0.0,0.0,0.19,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,6
62hdsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.08,0.0,0.0,0.1,0.22,0.0,7
633qwq,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
63f0sg,0.0,0.52,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1
63fikm,0.0,0.09,0.0,0.0,0.39,0.0,0.0,0.2,0.0,0.13,0.14,0.0,0.0,0.05,0.0,4
63n9ps,0.0,0.0,0.2,0.02,0.0,0.16,0.0,0.0,0.0,0.2,0.1,0.03,0.2,0.0,0.09,2
63ytab,0.0,0.0,0.34,0.16,0.0,0.07,0.08,0.01,0.09,0.0,0.1,0.0,0.14,0.0,0.0,2
64akt7,0.0,0.28,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,2
64p8dk,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.33,0.06,0.07,0.05,0.0,10
655gq9,0.39,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0
65o0jh,0.0,0.42,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1
65pjck,0.07,0.0,0.17,0.0,0.0,0.16,0.24,0.0,0.07,0.25,0.0,0.0,0.03,0.0,0.0,9
65skcs,0.0,0.41,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.28,0.0,0.0,0.0,0.09,0.0,1
65yugg,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
666s32,0.08,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.25,0.13,0.19,0.01,0.0,0.0,0.0,2
66crem,0.0,0.0,0.22,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.14,10
66ozzp,0.0,0.0,0.23,0.03,0.0,0.0,0.0,0.16,0.13,0.34,0.1,0.0,0.0,0.0,0.0,9
66ufqn,0.0,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.1,0.0,0.23,2
67bivw,0.0,0.0,0.0,0.17,0.07,0.0,0.26,0.0,0.35,0.0,0.0,0.14,0.0,0.0,0.0,8
68by6q,0.04,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.12,0.1,0.0,0.29,14
6936v0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.33,0.0,13
694o36,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
698ckk,0.0,0.22,0.0,0.0,0.08,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7
69jrkw,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.25,0.0,0.0,0.0,0.0,9
69mcf1,0.03,0.46,0.17,0.0,0.0,0.0,0.11,0.0,0.06,0.04,0.0,0.0,0.13,0.0,0.0,1
69o7p1,0.0,0.6,0.0,0.0,0.06,0.06,0.21,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,1
69roow,0.0,0.0,0.0,0.26,0.0,0.17,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.1,0.0,9
69t7gg,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2
69ukux,0.0,0.07,0.0,0.0,0.0,0.06,0.2,0.07,0.38,0.13,0.0,0.08,0.0,0.0,0.0,8
6a2nwa,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.12,0.0,7
6a2wne,0.11,0.0,0.25,0.0,0.0,0.41,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,5
6a5me8,0.0,0.15,0.07,0.0,0.06,0.28,0.0,0.0,0.27,0.13,0.0,0.0,0.0,0.04,0.0,5
6ael98,0.26,0.0,0.31,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,2
6ax83h,0.0,0.0,0.09,0.05,0.09,0.0,0.07,0.0,0.29,0.08,0.08,0.15,0.0,0.0,0.09,8
6b97dd,0.11,0.28,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1
6bkri3,0.44,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0
6bpca3,0.0,0.0,0.08,0.0,0.09,0.26,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
6bqmy4,0.07,0.0,0.0,0.12,0.0,0.05,0.43,0.0,0.08,0.11,0.13,0.0,0.0,0.0,0.01,6
6bqubd,0.0,0.53,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.04,0.08,0.0,0.0,1
6btq56,0.0,0.22,0.0,0.0,0.0,0.1,0.0,0.46,0.0,0.0,0.0,0.07,0.0,0.12,0.0,7
6bz4jl,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,14
6c4lrk,0.0,0.0,0.32,0.0,0.0,0.07,0.0,0.0,0.0,0.2,0.0,0.16,0.0,0.23,0.0,2
6c5bxz,0.09,0.12,0.0,0.0,0.05,0.09,0.37,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.0,6
6c8s4q,0.0,0.0,0.0,0.0,0.07,0.0,0.18,0.06,0.28,0.0,0.0,0.08,0.0,0.24,0.09,8
6cir66,0.0,0.04,0.12,0.0,0.1,0.0,0.26,0.06,0.11,0.0,0.0,0.04,0.23,0.0,0.05,6
6cmm3c,0.0,0.36,0.0,0.05,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.0,6
6cqnn9,0.0,0.39,0.37,0.0,0.0,0.08,0.05,0.0,0.05,0.0,0.0,0.04,0.0,0.02,0.0,1
6cup81,0.0,0.7,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1
6de5zk,0.0,0.55,0.07,0.0,0.04,0.0,0.0,0.07,0.1,0.1,0.0,0.0,0.07,0.0,0.0,1
6di5nk,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.34,14
6dprlf,0.0,0.5,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6dtwtw,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,5
6dw106,0.0,0.42,0.43,0.0,0.04,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6dxhqp,0.0,0.22,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3
6e9366,0.0,0.0,0.0,0.14,0.0,0.04,0.0,0.0,0.0,0.0,0.46,0.0,0.26,0.0,0.09,10
6ebb6i,0.03,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.26,0.0,0.0,0.0,0.0,0.0,8
6eopvr,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.23,0.0,0.0,0.04,0.0,0.0,1
6euupc,0.0,0.0,0.36,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,10
6evknr,0.01,0.24,0.0,0.02,0.0,0.0,0.05,0.08,0.19,0.0,0.25,0.05,0.04,0.0,0.05,10
6f67xf,0.0,0.0,0.33,0.0,0.0,0.24,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,9
6fgcxs,0.04,0.0,0.23,0.0,0.0,0.15,0.11,0.0,0.11,0.0,0.12,0.06,0.18,0.0,0.0,2
6fi3pe,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.56,0.0,0.0,0.0,0.0,0.15,9
6fpijc,0.02,0.0,0.22,0.0,0.14,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.14,0.0,0.0,9
6fv37z,0.0,0.61,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1
6fyepc,0.0,0.0,0.41,0.0,0.0,0.1,0.0,0.29,0.11,0.0,0.0,0.0,0.0,0.07,0.0,2
6fzjdi,0.0,0.0,0.0,0.0,0.0,0.29,0.44,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6gci81,0.0,0.23,0.11,0.06,0.0,0.08,0.12,0.05,0.06,0.07,0.16,0.0,0.0,0.07,0.0,1
6gq9ib,0.0,0.16,0.0,0.0,0.0,0.33,0.19,0.0,0.0,0.19,0.11,0.0,0.0,0.0,0.0,5
6gsr82,0.04,0.29,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,2
6gsw59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,14
6h14pe,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,8
6h1cdr,0.0,0.19,0.0,0.0,0.0,0.2,0.44,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,6
6h7rz5,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6hx5ui,0.04,0.0,0.0,0.0,0.0,0.14,0.22,0.17,0.0,0.0,0.22,0.0,0.0,0.21,0.0,6
6i2j07,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6i8izy,0.0,0.48,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1
6i93sv,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.41,14
6ieq9k,0.05,0.0,0.21,0.0,0.07,0.0,0.29,0.0,0.21,0.06,0.09,0.01,0.0,0.0,0.0,6
6if6vr,0.0,0.46,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3
6ihbe1,0.49,0.0,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0
6iy304,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,8
6j0z31,0.0,0.0,0.13,0.0,0.01,0.0,0.18,0.0,0.07,0.0,0.28,0.08,0.13,0.09,0.04,10
6jky86,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.38,0.23,0.0,0.0,0.0,0.0,0.17,8
6jwkor,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.38,0.46,0.0,0.0,0.0,0.0,0.0,0.0,8
6jy4zz,0.04,0.34,0.0,0.0,0.06,0.0,0.04,0.09,0.0,0.15,0.0,0.0,0.0,0.01,0.27,1
6k4gjh,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1
6k6fmq,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.57,0.0,0.0,0.0,0.0,0.0,9
6l064n,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.27,0.0,0.2,0.02,0.0,0.16,0.0,8
6l7nmb,0.0,0.25,0.12,0.0,0.13,0.03,0.09,0.05,0.12,0.0,0.0,0.08,0.0,0.09,0.04,1
6lhncw,0.0,0.61,0.18,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1
6lomd5,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.58,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7
6mbwzu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,13
6md7zf,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.24,0.5,0.0,0.0,0.0,0.0,0.0,9
6mk745,0.0,0.21,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.21,0.11,2
6mwh5b,0.06,0.0,0.33,0.08,0.0,0.04,0.0,0.0,0.0,0.38,0.1,0.01,0.0,0.0,0.0,9
6mwo6p,0.0,0.0,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.1,0.1,0.0,3
6neitp,0.0,0.3,0.0,0.0,0.06,0.0,0.25,0.07,0.17,0.0,0.0,0.0,0.1,0.0,0.05,1
6norc6,0.0,0.0,0.0,0.15,0.0,0.15,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,6
6o4yhz,0.13,0.0,0.45,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2
6od0af,0.0,0.0,0.1,0.02,0.17,0.0,0.05,0.0,0.0,0.0,0.18,0.09,0.19,0.04,0.16,12
6ojzkt,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.1,0.0,0.0,0.0,8
6onog6,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.44,14
6p3bpu,0.0,0.0,0.34,0.0,0.04,0.22,0.09,0.0,0.0,0.0,0.23,0.0,0.03,0.04,0.0,2
6p49b3,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.52,0.08,0.0,0.0,0.11,10
6pcfdv,0.0,0.0,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.07,10
6pe1my,0.26,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.1,0.0,2
6qasgy,0.0,0.03,0.47,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.0,0.14,0.0,2
6qhkjq,0.11,0.32,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.07,1
6r7e4q,0.0,0.17,0.0,0.0,0.24,0.0,0.0,0.0,0.31,0.0,0.1,0.13,0.0,0.0,0.04,8
6rd1pu,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.08,0.0,0.0,0.07,2
6ru0jx,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
6ruced,0.0,0.0,0.08,0.0,0.0,0.2,0.17,0.21,0.13,0.2,0.0,0.0,0.0,0.0,0.0,7
6sgo5s,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,3
6sgylo,0.0,0.23,0.0,0.0,0.06,0.0,0.19,0.05,0.0,0.0,0.1,0.15,0.05,0.16,0.0,1
6shdsc,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.28,0.62,0.0,0.0,0.0,0.0,0.0,0.0,8
6t5cm1,0.0,0.3,0.16,0.0,0.0,0.23,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1
6t85o1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.35,0.17,0.0,0.0,0.0,0.08,9
6t9yll,0.0,0.26,0.57,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6u5to3,0.0,0.0,0.29,0.0,0.0,0.0,0.19,0.0,0.14,0.23,0.0,0.15,0.0,0.0,0.0,2
6ulykj,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
6usuod,0.0,0.47,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.07,0.0,1
6uvfpy,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,13
6v08ye,0.0,0.17,0.0,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.21,14
6vybct,0.0,0.48,0.0,0.0,0.28,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6w2tyi,0.03,0.39,0.03,0.02,0.07,0.0,0.0,0.05,0.31,0.0,0.0,0.08,0.0,0.0,0.0,1
6wtkn3,0.0,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.3,0.2,0.17,0.0,0.08,0.0,9
