,t0 amp,t1 period,t2 nt,t3 period,t4 ultrasound,t5 surgery,t6 control,t7 help,t8 doctor,t9 surgery,dominant_topic
p10ta5,0.0,0.47,0.0,0.0,0.0,0.0,0.33,0.19,0.0,0.0,1
p112sv,0.03,0.05,0.0,0.0,0.25,0.4,0.0,0.05,0.23,0.0,5
p113wq,0.0,0.23,0.44,0.0,0.0,0.0,0.0,0.0,0.32,0.0,2
p117zq,0.01,0.01,0.01,0.42,0.01,0.16,0.01,0.18,0.01,0.2,3
p11kix,0.0,0.24,0.32,0.0,0.0,0.0,0.42,0.0,0.0,0.0,6
p127m0,0.13,0.04,0.0,0.0,0.0,0.0,0.63,0.09,0.0,0.11,6
p12yl4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,7
p14fwv,0.08,0.38,0.0,0.0,0.0,0.0,0.4,0.13,0.0,0.0,6
p14iz1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.64,9
p168lz,0.0,0.28,0.08,0.0,0.28,0.15,0.0,0.19,0.0,0.0,1
p16vc9,0.03,0.6,0.06,0.0,0.0,0.06,0.12,0.0,0.0,0.13,1
p174uv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.01,0.3,7
p176ye,0.0,0.3,0.0,0.26,0.0,0.0,0.0,0.41,0.0,0.0,7
p17k7t,0.0,0.0,0.59,0.16,0.0,0.0,0.0,0.0,0.1,0.15,2
p18col,0.0,0.18,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.49,9
p18qr1,0.0,0.22,0.11,0.29,0.15,0.0,0.14,0.0,0.09,0.0,3
p193vd,0.0,0.18,0.0,0.18,0.1,0.0,0.3,0.08,0.17,0.0,6
p1a219,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9
p1a8nr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.28,8
p1b6us,0.0,0.39,0.0,0.23,0.0,0.0,0.36,0.0,0.0,0.0,1
p1bcj8,0.0,0.0,0.0,0.0,0.06,0.26,0.21,0.22,0.1,0.14,5
p1bth8,0.0,0.0,0.14,0.11,0.0,0.0,0.1,0.12,0.52,0.0,8
p1cm0b,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.44,0.19,0.01,7
p1copr,0.0,0.0,0.4,0.0,0.0,0.41,0.0,0.0,0.0,0.16,5
p1d0dl,0.0,0.13,0.1,0.07,0.05,0.0,0.0,0.0,0.18,0.47,9
p1dkm2,0.0,0.56,0.24,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1
p1ehhe,0.03,0.29,0.0,0.0,0.15,0.12,0.02,0.1,0.22,0.06,1
p1elhi,0.0,0.58,0.21,0.11,0.0,0.0,0.0,0.0,0.09,0.0,1
p1lsgb,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.35,0.0,0.47,9
p1miim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.26,0.0,7
p1mluo,0.05,0.0,0.0,0.18,0.15,0.0,0.42,0.0,0.0,0.19,6
p1n57l,0.0,0.0,0.1,0.0,0.47,0.11,0.0,0.13,0.19,0.0,4
p1nd0k,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.12,0.26,0.39,9
p1obfx,0.07,0.4,0.1,0.0,0.0,0.0,0.19,0.07,0.0,0.15,1
p1pf0u,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,7
p1pxmy,0.55,0.02,0.02,0.02,0.02,0.02,0.02,0.29,0.02,0.02,0
p1s464,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.22,0.0,0.38,4
p1s7q9,0.0,0.0,0.32,0.0,0.0,0.0,0.67,0.0,0.0,0.0,6
p1tc1a,0.02,0.0,0.82,0.0,0.0,0.02,0.0,0.13,0.0,0.0,2
p1u8pc,0.0,0.0,0.64,0.0,0.0,0.0,0.07,0.0,0.27,0.0,2
p1vl7i,0.0,0.24,0.0,0.14,0.07,0.0,0.0,0.0,0.42,0.12,8
p1wly4,0.3,0.18,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.16,6
p1wm2u,0.0,0.0,0.16,0.0,0.0,0.11,0.57,0.0,0.15,0.0,6
p1wzqw,0.02,0.0,0.23,0.0,0.07,0.04,0.28,0.07,0.29,0.0,8
p1yzbr,0.0,0.22,0.49,0.04,0.0,0.0,0.02,0.0,0.24,0.0,2
p1z456,0.0,0.21,0.51,0.04,0.0,0.0,0.02,0.0,0.23,0.0,2
p1z560,0.0,0.27,0.0,0.38,0.19,0.0,0.0,0.0,0.0,0.16,3
p1zfhb,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.26,0.01,0.42,9
p206wn,0.0,0.17,0.45,0.31,0.0,0.0,0.0,0.0,0.0,0.07,2
p22y0g,0.03,0.32,0.26,0.08,0.08,0.05,0.04,0.0,0.0,0.13,1
p24i9k,0.0,0.0,0.0,0.53,0.25,0.19,0.0,0.0,0.0,0.0,3
p251st,0.0,0.18,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2
p25gvo,0.0,0.49,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
p26dq1,0.0,0.0,0.17,0.0,0.23,0.0,0.0,0.14,0.0,0.45,9
p27819,0.0,0.0,0.0,0.33,0.0,0.0,0.09,0.0,0.0,0.57,9
p2cam1,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.19,0.0,0.61,9
p2e69a,0.0,0.27,0.0,0.34,0.0,0.0,0.15,0.0,0.1,0.13,3
p2eitl,0.0,0.0,0.37,0.0,0.0,0.17,0.0,0.08,0.0,0.35,2
p2et7x,0.0,0.0,0.0,0.33,0.0,0.0,0.47,0.18,0.0,0.0,6
p2gzm9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.29,8
p2n65s,0.0,0.17,0.34,0.22,0.04,0.11,0.07,0.0,0.0,0.05,2
p2ngsd,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.4,0.0,0.35,7
p2pcv4,0.0,0.0,0.09,0.0,0.37,0.0,0.0,0.0,0.0,0.51,9
p2qbdq,0.03,0.0,0.0,0.11,0.0,0.04,0.22,0.28,0.0,0.31,9
p2r2ac,0.03,0.0,0.0,0.15,0.12,0.0,0.08,0.41,0.0,0.19,7
p2ssad,0.0,0.0,0.51,0.0,0.16,0.31,0.0,0.0,0.0,0.0,2
p2ucql,0.0,0.06,0.0,0.09,0.64,0.12,0.0,0.09,0.0,0.0,4
p2vnet,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
p2w92d,0.0,0.0,0.0,0.0,0.44,0.0,0.13,0.27,0.0,0.15,4
p2wt5a,0.0,0.15,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.35,5
p2x5bx,0.0,0.0,0.36,0.0,0.2,0.0,0.16,0.0,0.0,0.27,2
p2xcow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,7
p302v9,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.51,9
p32k3e,0.01,0.32,0.01,0.01,0.01,0.01,0.64,0.01,0.01,0.01,6
p35m0z,0.0,0.61,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.1,1
p37g5i,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.54,9
p37lx5,0.0,0.0,0.19,0.27,0.0,0.0,0.32,0.0,0.22,0.0,6
p38aj4,0.0,0.26,0.59,0.0,0.0,0.04,0.04,0.0,0.0,0.06,2
p39027,0.05,0.0,0.0,0.0,0.04,0.13,0.12,0.0,0.53,0.12,8
p39krw,0.0,0.13,0.28,0.14,0.27,0.0,0.0,0.0,0.17,0.0,2
p3a6rx,0.0,0.27,0.31,0.19,0.22,0.0,0.0,0.0,0.0,0.0,2
p3eao5,0.0,0.0,0.0,0.37,0.41,0.0,0.0,0.0,0.0,0.2,4
p3edh9,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
p3eg4z,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.47,0.22,0.01,7
p3eknn,0.01,0.58,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,1
p3ey9q,0.0,0.0,0.0,0.0,0.4,0.0,0.17,0.0,0.43,0.0,8
p3eywb,0.03,0.24,0.0,0.41,0.0,0.0,0.0,0.0,0.12,0.19,3
p3f2bc,0.0,0.74,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,1
p3f6ah,0.0,0.0,0.55,0.06,0.0,0.08,0.0,0.0,0.23,0.07,2
p3fm9x,0.06,0.26,0.0,0.0,0.0,0.0,0.36,0.29,0.0,0.0,6
p3i733,0.0,0.0,0.62,0.0,0.17,0.0,0.2,0.0,0.0,0.0,2
p3l942,0.0,0.0,0.15,0.0,0.0,0.34,0.0,0.0,0.16,0.34,5
p3nknh,0.0,0.15,0.0,0.21,0.52,0.0,0.0,0.0,0.12,0.0,4
p3nsmo,0.0,0.36,0.0,0.16,0.29,0.0,0.1,0.09,0.0,0.0,1
p3phj5,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.22,0.41,9
p3pogj,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.1,0.41,4
p3pyc5,0.0,0.18,0.0,0.0,0.14,0.0,0.0,0.0,0.49,0.17,8
p3qn76,0.17,0.43,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.13,1
p3rl0x,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1
p3sdar,0.0,0.0,0.6,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2
p3soi1,0.03,0.0,0.35,0.17,0.04,0.0,0.22,0.0,0.1,0.09,2
p3vbgo,0.0,0.0,0.0,0.44,0.13,0.0,0.41,0.0,0.0,0.0,3
p3vvrl,0.0,0.21,0.35,0.0,0.0,0.27,0.15,0.0,0.0,0.0,2
p3wg9b,0.01,0.01,0.65,0.01,0.01,0.01,0.01,0.3,0.01,0.01,2
p3xbee,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,6
p3zvrm,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.16,0.0,0.68,9
p408le,0.06,0.02,0.0,0.0,0.4,0.0,0.09,0.0,0.0,0.42,9
p410nw,0.01,0.15,0.1,0.12,0.14,0.04,0.0,0.0,0.11,0.32,9
p41lu7,0.0,0.0,0.0,0.0,0.07,0.38,0.0,0.31,0.23,0.0,5
p44fs9,0.0,0.16,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.55,9
p45scm,0.0,0.0,0.17,0.38,0.0,0.0,0.0,0.23,0.0,0.19,3
p45t00,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.75,0.01,0.01,7
p475vw,0.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.28,0.27,2
p49q0w,0.0,0.0,0.16,0.06,0.22,0.54,0.0,0.0,0.0,0.0,5
p49zlk,0.0,0.24,0.0,0.0,0.0,0.0,0.12,0.0,0.31,0.31,8
p4blou,0.01,0.51,0.01,0.25,0.01,0.2,0.01,0.01,0.01,0.01,1
p4bsul,0.0,0.0,0.27,0.0,0.26,0.1,0.0,0.0,0.36,0.0,8
p4cw69,0.0,0.0,0.18,0.3,0.0,0.0,0.0,0.23,0.28,0.0,3
p4cyhb,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,7
p4egm5,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
p4ekep,0.0,0.0,0.39,0.21,0.11,0.0,0.09,0.0,0.2,0.0,2
p4grgm,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.31,0.54,9
p4hdik,0.0,0.46,0.0,0.19,0.0,0.32,0.0,0.0,0.0,0.0,1
p4hqyl,0.08,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.64,9
p4j2j4,0.14,0.06,0.0,0.0,0.17,0.0,0.0,0.0,0.33,0.28,8
p4j46w,0.12,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.42,4
p4js2l,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
p4lvem,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,6
p4njs6,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.31,8
p4nrvo,0.0,0.0,0.0,0.0,0.06,0.0,0.68,0.0,0.0,0.24,6
p4nu4i,0.0,0.0,0.2,0.43,0.0,0.34,0.0,0.0,0.0,0.0,3
p4sllh,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.33,0.34,9
p4w1t4,0.0,0.64,0.0,0.0,0.0,0.07,0.0,0.27,0.0,0.0,1
p4wbu8,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
p4wjjb,0.0,0.0,0.0,0.09,0.54,0.0,0.25,0.11,0.0,0.0,4
p4x4qe,0.0,0.0,0.1,0.23,0.0,0.0,0.37,0.0,0.0,0.27,6
p4xr9b,0.1,0.0,0.0,0.0,0.0,0.16,0.59,0.15,0.0,0.0,6
p4ymnk,0.0,0.29,0.0,0.05,0.0,0.0,0.64,0.0,0.0,0.0,6
p4yzx2,0.0,0.29,0.0,0.0,0.42,0.18,0.1,0.0,0.0,0.0,4
p5276z,0.0,0.21,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2
p52o80,0.05,0.07,0.4,0.0,0.0,0.23,0.17,0.0,0.08,0.0,2
p52sql,0.0,0.0,0.0,0.31,0.0,0.09,0.13,0.22,0.24,0.0,3
p537em,0.23,0.01,0.47,0.01,0.01,0.26,0.01,0.01,0.01,0.01,2
p53z4r,0.0,0.27,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2
p56kpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.59,0.0,8
p56vmh,0.0,0.0,0.71,0.0,0.0,0.18,0.0,0.1,0.0,0.0,2
p56yom,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,3
p573ut,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.06,0.41,0.4,8
p57vcc,0.02,0.29,0.0,0.0,0.0,0.22,0.19,0.0,0.28,0.0,1
p58j53,0.01,0.78,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,1
p59kmt,0.0,0.42,0.0,0.11,0.0,0.0,0.0,0.33,0.0,0.13,1
p59xlp,0.0,0.15,0.69,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2
p5dju0,0.0,0.31,0.0,0.0,0.0,0.23,0.44,0.0,0.0,0.0,6
p5hxcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.84,9
p5i3eh,0.0,0.06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.68,9
p5j2s5,0.06,0.23,0.21,0.0,0.0,0.14,0.21,0.15,0.0,0.0,1
p5l78l,0.07,0.16,0.0,0.0,0.0,0.12,0.0,0.64,0.0,0.0,7
p5m4ix,0.0,0.08,0.38,0.37,0.0,0.0,0.0,0.13,0.0,0.04,2
p5m8k8,0.0,0.26,0.0,0.25,0.39,0.0,0.0,0.09,0.0,0.0,4
p5m9qm,0.01,0.01,0.01,0.01,0.01,0.44,0.01,0.49,0.01,0.01,7
p5mbbk,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,4
p5mkpx,0.01,0.01,0.4,0.01,0.37,0.15,0.01,0.01,0.01,0.01,2
p5naoa,0.01,0.01,0.39,0.16,0.01,0.01,0.01,0.41,0.01,0.01,7
p5oofh,0.0,0.0,0.76,0.0,0.0,0.0,0.02,0.21,0.0,0.0,2
p5pq6a,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.47,5
p5pxoc,0.0,0.24,0.32,0.15,0.06,0.0,0.0,0.15,0.0,0.08,2
p5q9b3,0.06,0.0,0.32,0.0,0.0,0.0,0.03,0.0,0.28,0.3,2
p5qp6p,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.09,0.41,0.13,8
p5rxkn,0.0,0.0,0.0,0.28,0.0,0.0,0.48,0.0,0.0,0.21,6
p5tu5g,0.03,0.38,0.0,0.0,0.18,0.03,0.12,0.09,0.0,0.16,1
p5umlt,0.0,0.14,0.12,0.0,0.2,0.0,0.0,0.0,0.32,0.22,8
p5v8c0,0.0,0.26,0.53,0.0,0.02,0.0,0.0,0.0,0.13,0.06,2
p5va9q,0.0,0.19,0.11,0.0,0.0,0.0,0.36,0.0,0.0,0.34,6
p5ws8c,0.0,0.0,0.37,0.0,0.0,0.3,0.0,0.3,0.0,0.0,2
p5xecm,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.01,1
p5ytnf,0.0,0.49,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1
p600vh,0.01,0.57,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
p60wgw,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2
p610lw,0.01,0.27,0.41,0.26,0.01,0.01,0.01,0.01,0.01,0.01,2
p627mf,0.0,0.34,0.0,0.0,0.06,0.0,0.15,0.32,0.13,0.0,1
p6408b,0.0,0.23,0.0,0.14,0.37,0.0,0.0,0.0,0.0,0.25,4
p65agk,0.0,0.0,0.3,0.0,0.22,0.12,0.0,0.0,0.14,0.2,2
p66g7j,0.0,0.12,0.0,0.26,0.05,0.0,0.0,0.29,0.0,0.26,7
p671wt,0.0,0.0,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.27,2
p673ez,0.07,0.0,0.1,0.02,0.0,0.0,0.02,0.0,0.31,0.48,9
p6777v,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.56,0.0,8
p67ipb,0.0,0.0,0.44,0.0,0.0,0.09,0.0,0.44,0.0,0.0,2
p6854w,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.24,7
p68ng4,0.0,0.0,0.29,0.42,0.0,0.08,0.0,0.0,0.2,0.0,3
p6accb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,9
p6an3l,0.0,0.35,0.0,0.0,0.17,0.25,0.0,0.0,0.0,0.22,1
p6c2dd,0.0,0.0,0.11,0.34,0.26,0.0,0.05,0.06,0.0,0.17,3
p6dg4f,0.0,0.0,0.81,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2
p6gkge,0.01,0.64,0.01,0.19,0.01,0.01,0.01,0.01,0.13,0.01,1
p6i4w2,0.0,0.1,0.21,0.0,0.05,0.0,0.2,0.0,0.32,0.12,8
p6jdm4,0.07,0.0,0.3,0.22,0.0,0.0,0.0,0.0,0.0,0.39,9
p6l7x5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
p6l903,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.42,0.0,0.32,7
p6mtpx,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.2,0.0,0.44,9
p6nfqh,0.07,0.35,0.0,0.0,0.0,0.0,0.07,0.0,0.49,0.0,8
p6nvde,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1
p6qbcp,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.27,0.01,0.01,2
p6qihh,0.0,0.24,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.37,3
p6ra5z,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,1
p6rjjy,0.0,0.0,0.0,0.14,0.0,0.34,0.0,0.0,0.28,0.23,5
p6rvru,0.0,0.14,0.47,0.0,0.0,0.0,0.16,0.0,0.09,0.14,2
p6vlv6,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,0.01,0.24,6
p6xmq4,0.0,0.0,0.11,0.0,0.0,0.09,0.06,0.43,0.29,0.0,7
p6yf7x,0.0,0.41,0.28,0.0,0.0,0.0,0.13,0.0,0.17,0.0,1
p70j7m,0.0,0.2,0.0,0.0,0.21,0.0,0.44,0.13,0.0,0.0,6
p71608,0.01,0.01,0.01,0.75,0.01,0.21,0.01,0.01,0.01,0.01,3
p71ldk,0.0,0.24,0.0,0.0,0.19,0.15,0.39,0.0,0.0,0.0,6
p720c9,0.0,0.14,0.29,0.0,0.1,0.0,0.0,0.28,0.0,0.18,2
p729bk,0.05,0.59,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,1
p738iv,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
p73udg,0.0,0.58,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.05,1
p747ef,0.04,0.16,0.0,0.0,0.0,0.15,0.19,0.17,0.12,0.16,6
p74gbq,0.0,0.11,0.3,0.0,0.0,0.35,0.0,0.24,0.0,0.0,5
p74kou,0.0,0.0,0.13,0.0,0.13,0.35,0.0,0.0,0.38,0.0,8
p75zje,0.0,0.0,0.33,0.26,0.05,0.0,0.0,0.0,0.0,0.36,9
p76ehd,0.01,0.2,0.0,0.3,0.17,0.07,0.25,0.0,0.0,0.0,3
p76mhx,0.01,0.01,0.53,0.01,0.01,0.01,0.4,0.01,0.01,0.01,2
p77j5g,0.0,0.13,0.41,0.15,0.0,0.09,0.0,0.03,0.0,0.19,2
p79f6k,0.0,0.03,0.25,0.0,0.16,0.08,0.23,0.0,0.23,0.0,2
p7cagb,0.0,0.0,0.49,0.0,0.0,0.0,0.15,0.27,0.0,0.08,2
p7e8qi,0.0,0.0,0.0,0.67,0.17,0.0,0.0,0.15,0.0,0.0,3
p7evdn,0.0,0.24,0.55,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2
p7h9m6,0.02,0.0,0.2,0.0,0.35,0.09,0.05,0.0,0.0,0.29,4
p7hcbd,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,1
p7hpps,0.01,0.27,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
p7i9vu,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.36,6
p7iigc,0.13,0.0,0.17,0.19,0.0,0.0,0.0,0.49,0.0,0.0,7
p7iqoe,0.0,0.0,0.16,0.0,0.05,0.0,0.21,0.0,0.1,0.48,9
p7ki0d,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.43,0.0,0.35,7
p7nbvx,0.02,0.02,0.02,0.02,0.19,0.02,0.02,0.68,0.02,0.02,7
p7pwoi,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.19,0.0,0.48,9
p7s2cf,0.0,0.08,0.0,0.0,0.0,0.07,0.14,0.69,0.0,0.0,7
p7szpf,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,1
p7uqau,0.0,0.31,0.0,0.0,0.06,0.0,0.0,0.0,0.62,0.0,8
p7w5bn,0.0,0.24,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,4
p7xtj0,0.0,0.14,0.23,0.27,0.0,0.1,0.1,0.15,0.0,0.0,3
p7y0gj,0.0,0.0,0.16,0.52,0.2,0.0,0.0,0.0,0.0,0.1,3
p83i7j,0.02,0.0,0.0,0.0,0.0,0.26,0.19,0.15,0.0,0.38,9
p868ce,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.54,0.01,0.01,7
p86rri,0.01,0.71,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,1
p88ls8,0.02,0.27,0.0,0.5,0.12,0.0,0.0,0.09,0.0,0.0,3
p8920j,0.03,0.0,0.25,0.06,0.36,0.0,0.05,0.09,0.0,0.15,4
p89n9f,0.01,0.01,0.31,0.01,0.01,0.01,0.2,0.45,0.01,0.01,7
p8cexj,0.24,0.0,0.47,0.0,0.0,0.0,0.0,0.26,0.0,0.0,2
p8cuvw,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.09,0.38,0.0,1
p8h1t6,0.24,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.13,2
p8hcqb,0.03,0.36,0.44,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
p8hd8m,0.0,0.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.49,9
p8hhtc,0.02,0.53,0.02,0.34,0.02,0.02,0.02,0.02,0.02,0.02,1
p8isjf,0.08,0.0,0.0,0.0,0.26,0.0,0.0,0.34,0.0,0.3,7
p8mi2h,0.0,0.34,0.0,0.17,0.0,0.0,0.0,0.0,0.49,0.0,8
p8mlbj,0.0,0.34,0.0,0.08,0.0,0.29,0.22,0.06,0.0,0.0,1
p8ofua,0.51,0.29,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
p8p3c2,0.0,0.45,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,3
p8qugq,0.0,0.0,0.0,0.0,0.38,0.15,0.0,0.0,0.0,0.45,9
p8th7q,0.0,0.0,0.0,0.0,0.35,0.11,0.0,0.0,0.0,0.53,9
p8vxuv,0.0,0.3,0.12,0.56,0.0,0.0,0.0,0.0,0.0,0.0,3
p8xddc,0.01,0.0,0.0,0.22,0.26,0.09,0.0,0.0,0.3,0.11,8
p90po2,0.01,0.01,0.01,0.74,0.01,0.01,0.01,0.19,0.01,0.01,3
p90yyy,0.16,0.3,0.0,0.0,0.0,0.07,0.0,0.0,0.25,0.2,1
p91x8o,0.0,0.36,0.12,0.21,0.3,0.0,0.0,0.0,0.0,0.0,1
p92rmo,0.01,0.01,0.24,0.29,0.01,0.01,0.01,0.39,0.01,0.01,7
p933v3,0.0,0.33,0.39,0.07,0.0,0.0,0.03,0.05,0.0,0.13,2
p93iy3,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,9
p93mlx,0.0,0.25,0.1,0.0,0.0,0.0,0.25,0.0,0.4,0.0,8
p93tu2,0.01,0.01,0.39,0.23,0.01,0.01,0.01,0.34,0.01,0.01,2
p941mi,0.0,0.01,0.14,0.32,0.35,0.0,0.09,0.0,0.0,0.09,4
p949fk,0.0,0.25,0.48,0.0,0.19,0.0,0.0,0.0,0.0,0.08,2
p95skp,0.0,0.0,0.23,0.0,0.0,0.4,0.0,0.0,0.37,0.0,5
p96nb2,0.05,0.54,0.0,0.23,0.06,0.0,0.0,0.0,0.0,0.11,1
p97a74,0.0,0.0,0.2,0.0,0.07,0.0,0.15,0.0,0.19,0.38,9
p97zlm,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.26,0.14,0.13,2
p99kuq,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.67,0.01,8
p9b2jj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,9
p9bfri,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.5,0.01,8
p9d4j1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
p9fuc4,0.01,0.01,0.16,0.01,0.01,0.01,0.49,0.31,0.01,0.01,6
p9g58t,0.0,0.08,0.17,0.0,0.0,0.0,0.74,0.0,0.0,0.0,6
p9iecv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.11,8
p9ihvg,0.0,0.0,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.69,9
p9jk8g,0.0,0.0,0.09,0.69,0.0,0.07,0.0,0.13,0.0,0.0,3
p9lipb,0.01,0.01,0.01,0.37,0.01,0.01,0.09,0.24,0.27,0.01,3
p9ly15,0.0,0.24,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,3
p9mtcm,0.0,0.25,0.1,0.12,0.07,0.0,0.0,0.17,0.0,0.28,9
