,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
e0qc1j,0.0,0.0,0.09,0.11,0.06,0.0,0.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.42,0.0,18
e0u1ec,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.3,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.0,0.13,7
e0yn5q,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.22,0.0,0.05,0.0,0.62,0.0,18
e11f59,0.0,0.22,0.12,0.0,0.0,0.01,0.25,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6
e11wth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.64,19
e13iiz,0.0,0.0,0.0,0.23,0.0,0.05,0.0,0.0,0.0,0.23,0.0,0.0,0.04,0.0,0.05,0.25,0.0,0.0,0.0,0.14,15
e17egw,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,14
e1b38p,0.0,0.06,0.0,0.0,0.12,0.0,0.25,0.05,0.2,0.0,0.05,0.02,0.02,0.0,0.0,0.11,0.02,0.0,0.08,0.02,6
e1cins,0.03,0.08,0.32,0.0,0.0,0.02,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,2
e1hnrm,0.06,0.0,0.44,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.0,0.0,0.0,2
e1oz3j,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.12,0.46,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,9
e1ycbx,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,16
e2050c,0.03,0.16,0.0,0.0,0.0,0.01,0.06,0.1,0.0,0.26,0.14,0.0,0.0,0.0,0.18,0.0,0.05,0.0,0.0,0.0,9
e22doc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.28,0.0,0.25,0.0,0.0,15
e26g1f,0.0,0.07,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.18,0.13,0.0,2
e299e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.77,0.0,0.0,0.0,0.0,15
e29bbv,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.17,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,14
e2a2qt,0.0,0.37,0.0,0.0,0.08,0.02,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,1
e2h074,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.09,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.3,0.0,0.07,0.23,0.0,15
e2mjpf,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,18
e2p3w9,0.07,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.38,0.0,0.0,0.0,2
e2pctn,0.0,0.0,0.0,0.0,0.35,0.0,0.2,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,4
e316w4,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1
e31saw,0.0,0.0,0.0,0.28,0.1,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.0,9
e34hvw,0.0,0.19,0.0,0.09,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.0,16
e359g2,0.0,0.11,0.14,0.3,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,4
e35q9t,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.15,0.0,0.0,15
e371kz,0.0,0.0,0.16,0.09,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,6
e39l4p,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,7
e3bd3x,0.0,0.0,0.22,0.39,0.0,0.0,0.0,0.0,0.04,0.2,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.0,0.0,0.0,3
e3fsv2,0.0,0.13,0.17,0.0,0.0,0.0,0.0,0.37,0.19,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,7
e3mhgy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,9
e4bryg,0.0,0.0,0.0,0.44,0.25,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,3
e4hyuv,0.0,0.0,0.11,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.11,3
e4l54w,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,19
e4r1un,0.0,0.0,0.0,0.42,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.15,0.06,3
e4spu4,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,14
e4t3wa,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,18
e4uqf7,0.0,0.12,0.0,0.4,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.15,3
e4wkom,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.46,0.0,18
e4woic,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.36,0.0,0.02,0.0,0.0,0.03,0.0,0.11,0.14,0.0,0.0,9
e4wrq8,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.38,0.0,0.0,0.0,16
e51lho,0.0,0.0,0.0,0.31,0.0,0.0,0.03,0.0,0.0,0.08,0.05,0.0,0.05,0.0,0.21,0.03,0.09,0.13,0.0,0.0,3
e56ojs,0.0,0.49,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e59l90,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.14,0.0,0.38,0.0,18
e5b7g7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.18,0.0,0.0,0.0,0.0,0.11,0.24,0.0,0.0,0.0,0.0,8
e5bk2v,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.58,0.14,0.03,0.0,0.0,15
e5mimr,0.0,0.14,0.0,0.13,0.28,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.36,0.03,0.0,0.0,0.0,0.0,14
e5ofpl,0.0,0.0,0.0,0.1,0.3,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.39,0.0,18
e5oj4q,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.36,0.31,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.04,8
e5q754,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.29,2
e5qo0b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.13,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
e5qy7x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,16
e5r9ac,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.41,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,9
e5tofn,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.33,0.0,0.0,0.32,16
e5u156,0.0,0.18,0.14,0.19,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.31,0.0,18
e5zlfv,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,18
e60lkf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.08,0.34,0.27,0.0,0.0,16
e60ltk,0.0,0.38,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,15
e62fcx,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.65,0.0,18
e665ro,0.08,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.28,0.0,0.0,0.0,12
e67m21,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.39,0.0,0.15,0.02,0.0,0.02,0.1,0.15,0.02,0.08,0.0,0.0,8
e68ak4,0.0,0.0,0.0,0.0,0.17,0.0,0.09,0.0,0.0,0.54,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,9
e68rqa,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.07,2
e6herx,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.16,0.06,0.65,0.0,18
e6is6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,9
e6k05y,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.47,0.0,0.0,0.0,0.0,15
e6srb9,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.01,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.12,0.0,8
e6y02v,0.0,0.12,0.0,0.0,0.1,0.02,0.0,0.07,0.09,0.07,0.0,0.09,0.02,0.0,0.0,0.08,0.0,0.0,0.33,0.0,18
e73wl8,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,14
e7blm2,0.0,0.2,0.29,0.0,0.1,0.0,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,2
e7c1ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.33,0.13,0.44,0.0,18
e7godm,0.0,0.0,0.29,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.18,2
e7n36z,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.0,0.28,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,11
e7vmmh,0.0,0.06,0.0,0.13,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.06,0.29,0.0,0.0,4
e7yumr,0.0,0.21,0.27,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23,0.0,0.0,0.0,0.12,0.05,2
e7z292,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.38,0.12,0.0,0.0,0.1,0.0,14
e7zsgg,0.0,0.0,0.0,0.08,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.47,0.0,18
e811yk,0.0,0.0,0.17,0.07,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.13,0.23,0.05,0.0,17
e813vk,0.0,0.26,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
e81ld7,0.0,0.19,0.24,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.27,0.0,18
e82y9u,0.02,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.28,0.08,0.0,0.07,0.0,0.0,0.0,0.09,0.22,0.0,0.0,9
e8d0ai,0.0,0.0,0.0,0.11,0.26,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.31,0.0,0.05,0.0,0.0,0.0,14
e8j1z3,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.22,0.0,0.41,19
e8pvvl,0.01,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.23,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.0,0.09,0.0,0.1,2
e8r0pa,0.0,0.0,0.0,0.0,0.3,0.04,0.0,0.12,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.09,0.0,0.0,0.0,4
e8vfdi,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.12,1
e8wcik,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.44,0.0,0.0,17
e8x7gu,0.0,0.0,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.32,0.08,0.0,0.0,0.0,0.0,14
e8ybu4,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.33,0.0,3
e92wk4,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,2
e94rb9,0.0,0.0,0.25,0.0,0.07,0.0,0.0,0.45,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
e95t7a,0.0,0.0,0.16,0.0,0.0,0.0,0.38,0.26,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.0,0.0,6
e9b76g,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.43,0.12,0.15,0.0,0.0,15
e9bmnq,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,3
e9e13x,0.0,0.0,0.36,0.0,0.16,0.0,0.18,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
e9eflk,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.18,0.01,0.01,14
e9ej9r,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.33,0.42,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.0,8
e9fw60,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,15
e9g6tp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.04,0.0,0.0,8
e9hfgr,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,18
e9jrdu,0.05,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,9
e9lp24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.21,0.0,0.0,7
e9mntf,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.31,0.05,0.15,0.0,0.02,0.0,0.0,0.15,0.0,0.14,0.0,9
e9p2hh,0.0,0.0,0.0,0.24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.33,0.0,18
e9pt66,0.03,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.08,0.0,0.0,0.17,0.19,0.0,6
e9q86g,0.0,0.18,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,18
e9rvij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.19,0.0,0.0,0.0,0.25,0.07,0.0,0.0,0.0,0.0,9
e9sz62,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,18
e9umu0,0.0,0.46,0.0,0.15,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1
e9uy8j,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.24,0.0,0.0,7
e9v432,0.0,0.08,0.18,0.0,0.1,0.0,0.06,0.17,0.23,0.0,0.05,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.11,0.0,8
e9vkls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
e9vlll,0.0,0.0,0.0,0.39,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0,3
e9xwuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.11,0.28,0.0,0.0,0.0,0.19,0.05,10
ea0ti7,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
ea1l1y,0.0,0.0,0.0,0.04,0.09,0.0,0.03,0.15,0.23,0.1,0.0,0.08,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.0,8
ea1njc,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.1,0.0,0.0,0.0,3
ea2hj1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.26,0.0,0.0,16
ea40y4,0.0,0.11,0.0,0.16,0.05,0.0,0.02,0.07,0.0,0.31,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.21,0.0,9
ea4wx2,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,3
ea5h7e,0.0,0.0,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.07,0.0,0.12,0.23,0.06,0.0,0.0,11
ea614e,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.06,0.25,0.03,8
ea6gec,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.1,0.0,0.11,0.0,0.0,0.07,0.11,0.0,0.0,0.1,0.0,1
eab9b5,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1
eacb71,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.22,0.12,0.08,0.0,0.18,0.0,0.03,0.0,0.22,0.0,0.08,0.0,0.0,7
eacwq8,0.0,0.0,0.0,0.0,0.2,0.0,0.26,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,9
eapb3h,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.27,19
eas18y,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.3,0.0,0.47,0.08,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,9
eavc0y,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.0,0.0,0.24,0.02,15
eawvd9,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0,0.0,0.06,9
eayt75,0.0,0.0,0.0,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,3
eazz3n,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.32,10
eb161j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.48,0.04,18
eb2qbu,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,0.01,0.01,0.01,0.01,0.01,14
eb2yc9,0.0,0.09,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.09,0.0,14
eb8ni0,0.0,0.0,0.16,0.0,0.07,0.0,0.08,0.37,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,7
eb8vz9,0.0,0.0,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.24,0.15,0.0,0.0,0.0,15
ebdpwx,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,17
ebeqn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.19,9
ebf78o,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,2
ebhlau,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.18,7
ebl0cb,0.0,0.3,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.43,0.0,18
ebp53v,0.0,0.28,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1
ebpl2c,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,15
ebrxde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.43,0.0,0.0,0.0,0.06,0.06,0.18,0.0,0.0,11
eby4ak,0.0,0.0,0.0,0.07,0.11,0.0,0.04,0.0,0.0,0.31,0.0,0.18,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,9
ebz6gk,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7
ec2f9z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,10
ec2q7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.81,19
ec8ws7,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.46,0.0,18
ecdfup,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,19
ecdxut,0.0,0.0,0.26,0.0,0.0,0.0,0.03,0.16,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.05,2
ecged7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.4,0.0,0.0,0.02,0.02,0.14,0.0,0.0,0.0,0.0,0.0,7
ech6g5,0.0,0.21,0.0,0.1,0.49,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
echer8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.53,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.11,0.0,0.04,0.0,8
ecja7j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.48,19
