,t0 really,t1 symptom,t2 hour,t3 cyst,t4 life,t5 weight,t6 flare,t7 help,t8 back,t9 surgery,t10 endometriosis,t11 cramp,t12 lap,t13 bleeding,t14 pill,t15 didn,t16 want,t17 appointment,t18 ultrasound,t19 control,dominant_topic
pift2y,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.37,0.09,18
piiejv,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.47,0.0,0.0,0.0,0.0,0.05,0.0,0.0,12
piiowm,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
pijc78,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,8
piko9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,8
pilryx,0.29,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,0.0,0.0,17
pimu82,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.35,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,7
pin2mk,0.0,0.08,0.0,0.0,0.33,0.0,0.18,0.1,0.0,0.0,0.0,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
pinzp8,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.2,0.34,0.0,11
pio0o3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,17
pio2wf,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.21,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
pio51g,0.01,0.1,0.01,0.01,0.01,0.01,0.27,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
piojf5,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.34,0.13,18
piovin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.31,0.11,17
pipvfj,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.08,0.0,0.0,8
pir9r6,0.0,0.0,0.09,0.0,0.0,0.1,0.16,0.32,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
pirqbo,0.0,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.15,0.22,0.0,12
piu3ua,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.14,0.0,0.0,0.08,12
piu7vs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.25,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.11,0.19,12
piu97n,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,4
piv8a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.27,0.0,0.0,0.19,0.0,0.0,0.07,0.0,0.29,0.05,0.05,17
piw87y,0.0,0.0,0.51,0.0,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.07,0.04,2
pixhbs,0.04,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.19,0.02,0.03,0.19,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,4
pixpzg,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,7
piz6bg,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,17
pj0isd,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.49,0.07,0.03,17
pj4s4u,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,12
pj57u4,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.42,0.14,18
pj6cnk,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.19,0.0,0.11,0.14,0.29,0.11,0.0,17
pj7kw8,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.06,0.0,0.08,0.0,0.11,0.0,0.14,0.11,11
pj7msh,0.25,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,19
pj808s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.04,0.16,0.03,0.33,0.21,0.0,0.0,16
pj88wz,0.06,0.0,0.0,0.0,0.14,0.01,0.0,0.07,0.0,0.01,0.03,0.15,0.0,0.05,0.27,0.0,0.0,0.0,0.14,0.07,14
pjbcga,0.26,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,4
pjbf2t,0.0,0.09,0.04,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.07,0.0,0.0,0.09,0.05,0.02,0.0,0.0,0.47,0.0,18
pjde3q,0.0,0.03,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.11,0.0,0.1,0.07,0.17,0.22,0.0,18
pjdpxj,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.58,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.0,11
pjegj6,0.0,0.0,0.0,0.0,0.36,0.0,0.27,0.0,0.22,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4
pjf1x7,0.0,0.24,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,16
pjgqic,0.25,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4
pjhcji,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.54,0.17,0.0,0.0,0.0,0.0,0.0,13
pjhleg,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.28,0.12,0.0,0.0,0.0,0.0,0.14,13
pjhogh,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.36,0.0,0.0,17
pjipd0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.29,0.0,0.0,0.27,0.0,0.0,0.0,13
pjiy7u,0.0,0.0,0.22,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,6
pjj27o,0.0,0.05,0.0,0.0,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.08,0.0,0.0,0.0,0.0,0.21,0.06,11
pjk16l,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.12,0.0,0.0,0.0,0.0,0.0,0.0,12
pjocc2,0.0,0.1,0.28,0.02,0.12,0.0,0.0,0.0,0.21,0.04,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
pjomdv,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.46,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
pjpkg8,0.15,0.03,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.11,0.06,0.0,0.0,0.0,0.2,0.0,0.0,17
pjqn9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pjs5td,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.67,0.0,0.02,17
pjt51s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.19,0.31,12
pjua7f,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.15,0.0,0.0,0.0,0.0,0.19,0.13,11
pjuv03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.39,0.0,0.0,0.51,0.0,0.0,17
pjuxjv,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.24,0.0,0.31,0.0,0.07,0.0,0.0,0.0,0.0,13
pjvp40,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.22,0
pjw1o4,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.26,0.0,0.03,0.0,0.0,0.0,0.09,4
pjw3l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.15,0.0,0.0,12
pjx872,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.17,0.12,12
pjykfb,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.0,0.0,0.07,0.11,0.19,0.0,0.0,0.02,0.12,0.17,0.13,0.0,12
pjyz47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.16,0.13,0.0,0.07,0.0,0.0,0.0,0.25,0.18,18
pjzng8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.6,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pk0fi4,0.42,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
pk1xoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
pk2tmj,0.0,0.05,0.0,0.0,0.19,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.1,0.0,0.12,14
pk2uol,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.13,0.2,0.24,0.0,0.0,0.0,0.0,0.26,0.06,18
pk3nly,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,9
pk5veb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,10
pk7l4y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,11
pk7vmw,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
pk99u8,0.0,0.06,0.0,0.07,0.27,0.0,0.1,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,8
pkbbwn,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.28,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,8
pkbzgn,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.41,0.0,18
pkcoda,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.11,0.0,0.0,0.2,14
pkdotr,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.07,0.0,0.17,0.0,0.0,4
pkegn5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.07,17
pkencp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.35,0.0,0.0,0.09,0.0,0.0,0.0,0.0,9
pkfs08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,11
pkfzkx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.46,13
pkg4mw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.3,0.0,0.0,12
pkjgkj,0.06,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pkkecf,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.21,0.46,0.0,0.0,0.0,0.0,0.0,14
pklcg0,0.29,0.01,0.01,0.01,0.49,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
pkld8v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,10
pklul2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.16,0.35,0.0,0.0,17
pklyfr,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
pkm1br,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.31,0.01,0.01,0.01,0.01,0.01,12
pkm3de,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.26,0.0,0.16,0.0,0.0,0.0,0.0,0.19,0.0,0.25,0.0,0.0,0.0,7
pkmf4w,0.57,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pknh3a,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.25,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0
pknn1s,0.0,0.0,0.14,0.0,0.16,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.35,0.11,0.0,0.0,16
pknww0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.12,0.24,0.0,0.0,0.33,0.0,0.04,17
pko88f,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.3,0.0,0.0,0.1,0.0,0.15,0.0,0.14,0.0,0.08,0.0,0.0,0.0,7
pkp56x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.0,0.0,0.0,0.1,0.29,0.03,0.0,0.0,0.0,0.22,14
pkqfw7,0.21,0.0,0.09,0.0,0.21,0.03,0.0,0.0,0.0,0.09,0.07,0.0,0.13,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0
pktses,0.0,0.02,0.09,0.07,0.34,0.02,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.04,0.03,0.03,0.0,0.06,0.17,0.01,4
pkv7um,0.0,0.0,0.03,0.0,0.23,0.0,0.0,0.04,0.0,0.17,0.17,0.0,0.06,0.0,0.0,0.0,0.0,0.3,0.0,0.0,17
pkw1g9,0.32,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
pkx2o5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.52,0.0,0.11,17
pkyq1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.18,0.33,0.0,0.0,0.0,0.0,0.24,0.0,0.0,12
pkz2f0,0.01,0.01,0.01,0.23,0.01,0.01,0.23,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
pkzc29,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,9
pkzew3,0.14,0.0,0.0,0.0,0.2,0.0,0.11,0.0,0.1,0.0,0.0,0.24,0.0,0.0,0.07,0.0,0.0,0.08,0.0,0.05,11
pl1os4,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.15,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pl21rs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,17
pl28gp,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.03,0.14,0.38,0.12,0.05,17
pl3glm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,17
pl5tud,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11
pl61tb,0.31,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0
pl7617,0.1,0.08,0.0,0.0,0.11,0.0,0.0,0.2,0.11,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
pl7xby,0.49,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pl7yp9,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pl8iun,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.22,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.09,3
pl8s29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,16
pl99wc,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.09,0.07,0.0,0.29,0.0,0.0,0.12,0.0,0.0,0.0,0.25,0.08,11
pl9c4g,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.05,0.0,0.0,0.53,0.0,0.03,17
pl9gyj,0.0,0.0,0.06,0.07,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11
plb41t,0.0,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.43,0.05,0.0,17
plcgp7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.09,0.0,16
plemct,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.37,0.0,18
pleq9d,0.0,0.0,0.23,0.0,0.26,0.0,0.0,0.0,0.02,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.01,11
pli3lb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
pliqdq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,11
plmzjp,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.35,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
plpqhx,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0
plqexb,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
pls3w9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.52,0.0,0.0,17
pltehg,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.27,0.01,0.29,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,10
pltku6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.11,0.0,17
plu8r9,0.11,0.0,0.05,0.0,0.37,0.01,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.01,0.0,0.01,0.11,0.0,0.0,0.13,4
pluuw5,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0
plv1eq,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.33,0.0,17
plv8ue,0.0,0.0,0.05,0.0,0.51,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,4
plwr5c,0.0,0.0,0.15,0.0,0.0,0.0,0.04,0.07,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.22,0.0,0.0,16
plx7zu,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.24,0.0,0.0,0.27,0.0,0.17,0.0,0.0,0.09,0.0,0.0,0.0,11
plxa0g,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.13,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.12,0.24,0.14,0.03,4
plxaob,0.0,0.0,0.04,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.43,0.07,18
plzsc4,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,13
pm0ut9,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.28,0.0,0.0,4
pm1d46,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4,0.25,0.01,0.01,16
pm1pib,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.21,0.05,0.0,0.0,0.0,0.0,0.24,0.21,0.06,17
pm25o4,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,2
pm25p5,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,2
pm31ej,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.18,0.18,0.0,0.0,0.0,12
pm5au2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.07,0.0,0.39,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,11
pm5o8x,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.6,0.1,0.0,17
pm5v5x,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.19,0.0,0.0,0.0,0.0,0.0,4
pm6h1e,0.41,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0
pm75yd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.11,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.16,0.11,12
pm7hbq,0.09,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.36,0.0,0.0,0.21,0.0,0.0,0.0,13
pmapyo,0.28,0.0,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.0,0.0,0.16,0.02,0.06,0.0,0.18,0.0,0
pmb0mq,0.54,0.0,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0
pmdi2p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.1,0.68,0.0,0.0,17
pmdxic,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,11
pme7mq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.0,11
pmff6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.28,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,8
