,t0 cyst,t1 get,t2 help,t3 symptom,t4 control,t5 eat,t6 pelvic,t7 sex,t8 iud,t9 back,t10 surgery,t11 endometriosis,t12 amp,t13 flare,t14 nausea,t15 like,t16 nt,t17 period,t18 appointment,t19 doctor,dominant_topic
n7orlf,0.06,0.0,0.0,0.07,0.16,0.0,0.09,0.07,0.0,0.22,0.0,0.0,0.01,0.02,0.01,0.03,0.06,0.17,0.0,0.0,9
n7p30n,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.36,0.26,0.0,0.0,16
n7t1ne,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.17,0.0,0.05,0.0,0.21,0.41,0.0,0.0,0.0,16
n7t7hl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.31,0.0,0.0,17
n7uq7p,0.16,0.0,0.0,0.29,0.15,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3
n7w5jz,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.37,4
n7wl1u,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
n7xesj,0.17,0.24,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.06,0.03,0.0,1
n7y992,0.04,0.24,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.47,0.0,0.0,0.0,0.0,15
n7ymyd,0.07,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.15,16
n7yse1,0.1,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
n7z54o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,8
n7zs1t,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.13,2
n81o19,0.15,0.0,0.0,0.22,0.0,0.04,0.08,0.11,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.0,0.11,0.1,0.04,3
n822wj,0.08,0.09,0.0,0.06,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.12,15
n82yfj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.56,0.01,0.01,0.01,0.01,15
n860dp,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.12,18
n86eht,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03,0.0,0.32,0.0,0.26,0.0,0.2,15
n88cf8,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.09,0.35,0.12,0.0,0.0,0.0,15
n8ac86,0.0,0.0,0.05,0.0,0.44,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.08,0.06,0.0,4
n8b6za,0.16,0.0,0.07,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.15,16
n8cbud,0.0,0.0,0.09,0.3,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.28,0.0,0.03,0.0,3
n8dakj,0.0,0.0,0.3,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,4
n8dmvi,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.0,0.04,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.28,19
n8evj7,0.0,0.13,0.0,0.29,0.11,0.0,0.03,0.16,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.15,0.0,0.0,0.0,3
n8ezew,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.44,0.0,0.0,17
n8fcw8,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,2
n8guaj,0.13,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.37,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.04,0.0,0.0,9
n8h2a0,0.0,0.0,0.28,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,5
n8hisi,0.05,0.0,0.06,0.0,0.18,0.06,0.01,0.0,0.51,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,8
n8iu0m,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.31,0.0,0.0,1
n8jdai,0.1,0.12,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.33,0.0,0.0,0.03,0.0,0.05,0.11,0.0,0.05,0.01,0.07,9
n8jgfu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.27,0.45,0.0,0.0,0.0,16
n8jla3,0.06,0.08,0.13,0.09,0.0,0.0,0.03,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.26,0.0,0.0,17
n8k5xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,15
n8l9py,0.05,0.06,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.0,3
n8o5u7,0.0,0.12,0.0,0.0,0.09,0.0,0.08,0.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,0.43,0.0,0.0,0.06,0.0,15
n8ohg6,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.34,0.04,0.0,17
n8q072,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.07,0.0,0.0,0.32,0.0,0.0,0.12,16
n8r1v2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,16
n8rxqe,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,2
n8s3o6,0.22,0.05,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.25,9
n8u19x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.62,0.0,0.0,0.0,16
n8vgmt,0.0,0.04,0.0,0.17,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.27,0.0,0.23,0.0,0.0,15
n8w3tl,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.47,0.0,0.0,17
n8yt3g,0.0,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.65,0.0,0.0,0.0,16
n92b6j,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.1,9
n92cbp,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.15,12
n94tzm,0.19,0.0,0.2,0.0,0.0,0.09,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.1,0.0,2
n96bbh,0.0,0.0,0.34,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,2
n99hsw,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.12,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,19
n9a8a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.47,0.0,0.03,0.18,0.15,15
n9buo9,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.16,0.01,0.01,0.01,0.42,0.01,0.01,17
n9c4ff,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.2,0.31,0.0,0.0,0.0,16
n9edtv,0.0,0.29,0.0,0.0,0.07,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,15
n9eeau,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.0,0.0,0.0,9
n9ex4u,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,16
n9g676,0.17,0.0,0.16,0.0,0.19,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.0,0.0,16
n9gplj,0.38,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0
n9h9ph,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.28,0.0,0.0,0.0,15
n9idbm,0.15,0.0,0.0,0.1,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.1,0.36,0.0,0.0,17
n9ir1z,0.0,0.16,0.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.18,3
n9irp4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.21,0.0,0.0,0.11,0.0,0.23,0.0,0.0,0.06,0.33,19
n9j32f,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,15
n9j5yi,0.0,0.0,0.28,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.07,0.16,0.06,0.0,0.0,0.3,0.0,0.0,0.03,0.0,15
n9jx4q,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.13,0.0,0.0,8
n9k4o8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,15
n9kvm0,0.0,0.04,0.0,0.06,0.47,0.0,0.0,0.0,0.07,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,4
n9o6xn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.23,0.31,0.03,0.0,0.0,16
n9pngh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.58,0.0,0.0,0.05,0.0,15
n9rmqr,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.55,0.0,0.0,0.0,0.26,15
n9rxd2,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.11,15
n9tvc7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.14,0.31,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n9tvxd,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.09,0.0,0.0,15
n9vh0b,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.15,0.0,0.12,0.0,0.1,0.16,0.0,0.0,8
n9wdeg,0.0,0.0,0.26,0.0,0.26,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.33,19
n9wdx7,0.0,0.0,0.0,0.0,0.19,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.33,0.1,0.0,0.0,0.0,0.0,0.0,13
n9wt9g,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,17
n9xbcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.7,0.0,0.11,0.0,0.0,15
n9yifl,0.18,0.0,0.0,0.33,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.12,0.0,0.07,0.09,3
n9za7s,0.13,0.0,0.27,0.0,0.15,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,2
n9zmao,0.08,0.0,0.0,0.07,0.0,0.12,0.0,0.07,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
n9zpzo,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.26,0.07,0.02,0.0,0.08,0.0,0.0,0.33,0.0,0.16,0.0,16
na036b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.33,10
na1c0t,0.0,0.0,0.46,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.33,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2
na1eqz,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.46,0.0,0.0,17
na1g13,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.26,0.06,0.0,0.0,0.12,0.07,0.23,0.0,0.16,0.0,0.0,9
na1sw2,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.22,0.0,0.0,0.0,0.42,0.0,0.0,0.0,16
na20sz,0.0,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,16
na5bmn,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.0,0.0,0.05,0.08,0.0,0.09,0.0,0.24,0.0,0.19,0.13,0.05,15
na5la1,0.18,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.16,15
na6i1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.0,0.0,0.37,0.18,0.0,17
na9r4u,0.09,0.0,0.04,0.12,0.09,0.0,0.0,0.15,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.36,0.0,0.1,17
naa03h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.19,0.38,0.0,0.0,0.0,16
naai1n,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,8
naaiye,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.0,4
naak8s,0.01,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
nabr7z,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.0,0.0,0.0,8
nac6sh,0.0,0.0,0.0,0.11,0.42,0.02,0.0,0.0,0.0,0.19,0.1,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,4
nadabp,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.05,0.0,17
nair9j,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
najp49,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.34,0.0,0.27,0.0,0.0,15
najyf7,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,15
nak3u6,0.0,0.58,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.0,1
nallxi,0.0,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.49,0.19,0.0,0.0,0.13,15
nanqts,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.59,0.0,0.0,0.0,16
nao4h9,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.17,0.21,16
nap1i6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.35,19
naql0a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.29,0.0,0.0,0.0,0.07,0.0,0.0,0.0,11
narvnb,0.0,0.0,0.04,0.0,0.1,0.0,0.07,0.02,0.27,0.0,0.08,0.0,0.0,0.03,0.0,0.26,0.0,0.0,0.0,0.11,8
nasfru,0.03,0.07,0.09,0.15,0.0,0.0,0.0,0.0,0.32,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,8
nasv9v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.55,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,11
nau8g0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,10
nauiqz,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.11,0.11,0.07,0.0,8
navdxs,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.04,0.64,19
navj7b,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,15
navkik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,9
naxbj0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,17
naxpae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.17,0.0,0.0,0.54,0.0,0.0,0.0,16
nay1bi,0.3,0.05,0.0,0.13,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0
naybof,0.01,0.01,0.86,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
naz131,0.09,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.12,0.17,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.19,19
nazizq,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.24,0.0,0.04,0.0,4
nb08jn,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,4
nb0n5p,0.04,0.0,0.0,0.06,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.46,0.0,0.0,0.12,16
nb0vjz,0.25,0.12,0.0,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.08,0.3,0.0,0.0,0.0,16
nb12uv,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.35,0.0,0.0,0.25,16
nb4b0e,0.0,0.0,0.0,0.06,0.11,0.03,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.13,0.19,0.0,0.24,19
nb4gz7,0.0,0.1,0.0,0.11,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,16
nb4tux,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.14,0.32,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,8
nb7kpc,0.0,0.0,0.0,0.22,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.41,0.0,0.0,0.0,0.0,15
nb7lw9,0.0,0.0,0.11,0.0,0.34,0.0,0.0,0.0,0.07,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4
nb7uh5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.91,0.0,0.0,0.0,16
nb8ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.47,0.18,18
nb91hz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,10
nbchs5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.2,0.0,0.0,0.0,0.0,0.43,0.0,0.03,0.0,0.19,15
nbcswr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.11,0.12,8
nbecac,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.06,0.0,0.0,0.0,0
nbezqn,0.0,0.09,0.05,0.03,0.0,0.06,0.0,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.36,0.0,0.21,0.0,0.0,15
nbhtmk,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.54,0.19,0.0,0.11,0.0,15
nbi8ls,0.0,0.0,0.0,0.18,0.22,0.03,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.18,0.29,0.0,0.0,17
nbi9wc,0.0,0.02,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.05,0.0,0.33,0.2,0.0,0.0,16
nbiadl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.56,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
nbijd5,0.0,0.0,0.15,0.06,0.0,0.07,0.02,0.0,0.0,0.26,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.18,0.19,9
nbkrdf,0.18,0.11,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.33,19
nbljy2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.29,0.0,0.0,0.65,19
nbllzw,0.05,0.07,0.04,0.0,0.25,0.0,0.0,0.0,0.16,0.0,0.07,0.18,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.12,4
nbmrsi,0.31,0.06,0.13,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
nbmth1,0.0,0.04,0.13,0.0,0.0,0.0,0.0,0.14,0.38,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.17,0.0,0.0,8
nbpepc,0.14,0.14,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.0,2
nbql3v,0.07,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.41,0.0,0.34,0.0,0.0,15
nbqthk,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.41,0.0,0.08,0.0,0.0,0.13,0.0,0.1,0.0,0.0,0.08,0.0,8
nbs296,0.03,0.08,0.05,0.0,0.11,0.0,0.0,0.01,0.09,0.06,0.0,0.0,0.0,0.1,0.0,0.31,0.0,0.13,0.02,0.0,15
nbsi78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.0,0.2,0.39,0.09,0.0,17
nbtamu,0.03,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.44,0.3,0.0,0.0,0.0,15
nbun8r,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,7
nbwmna,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,15
